sp_song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date,popularity
4bGqztBI8a5tpT6mFbD2qS,0.733,0.724,0,-7.055,1,0.0314,0.335,0.000159,0.106,0.964,127.632,215867,1995-03-14,56
1qal4Uj6EEq6tlpnYEHLfC,0.164,0.984,7,-8.975,1,0.22,0.000179,0.826,0.131,0.056,177.747,193160,1996,34
0mD2pnYVF8DB3oqtY5KM8h,0.717,0.324,11,-14.631,1,0.113,0.739,0.000258,0.139,0.888,172.189,119093,1996,49
0Jv0PJz6LZdCygPsFnML3a,0.393,0.765,6,-7.739,1,0.0649,0.0127,0.0272,0.0875,0.349,169.288,187720,2008-01-15,51
00qOE7OjRl0BpYiCiweZB2,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,259800,1981,69
6g4vHtdGqD5eEgpf7nKISk,0.691,0.726,5,-7.353,1,0.0543,0.138,0.0,0.11,0.868,98.418,177360,1980-03-12,52
5YD86vWLu1YqR818b1GADO,0.498,0.302,10,-12.529,1,0.0329,0.755,0.000271,0.0888,0.386,77.999,333933,1972,54
0mJUxFpEI1eAOIIfnNoZ4G,0.428,0.972,2,-1.998,0,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,430733,2002-09-26,50
5RGXoZt1qxmAErdhbyKJKq,0.785,0.479,3,-10.247,1,0.362,0.0417,3.5e-05,0.334,0.727,87.691,339893,1987-01-01,68
6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,246000,2003-01-01,62
7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,1976-11-09,75
6QLU1GKy2Zh2mOh2uoJ0TV,0.734,0.635,5,-7.03,1,0.0816,0.0322,0.0,0.0808,0.931,96.99,216360,2004-08-30,64
2fvjiDGTsfYFrognon3p6m,0.597,0.924,1,-6.544,1,0.0425,0.165,0.00743,0.127,0.799,109.841,254680,2005-09-19,38
0G6qDSSFmjzb9N0PK8PjGm,0.684,0.344,0,-14.825,1,0.029,0.574,0.00235,0.113,0.343,101.39,358453,1996-08-06,54
1qsGM3kw57Wl4tefgJMtX3,0.552,0.964,2,-4.479,1,0.137,0.000221,0.304,0.11,0.336,90.017,244253,2002-05-13,30
6iRkrVOhCjgKFB2cBWnx4M,0.648,0.659,2,-6.369,1,0.0259,0.115,0.000307,0.19,0.532,106.196,206133,2002-10-22,68
2fXKyAyPrEa24c6PJyqznF,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351627,1995-10-30,69
6ZxrUCaynLgKSUudACOTwj,0.451,0.815,2,-5.55,0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,194227,2004-04-13,68
4TxvzjFdknSCL9udR39Q3X,0.745,0.515,11,-11.265,0,0.0356,0.00344,0.00134,0.283,0.941,106.371,315200,1987,38
2xqjlxsJpuRwNnq5iz9sGX,0.386,0.409,3,-6.044,1,0.0313,0.271,0.0184,0.106,0.283,132.986,266600,2008,39
0As6CEEV5d6tOEFhSx444J,0.563,0.696,11,-12.653,1,0.0413,0.399,0.0,0.157,0.788,158.893,143173,1991-01-01,39
02V2iJhKyNp1ZpvTPPZTHY,0.68,0.93,1,-4.815,0,0.0403,0.158,0.0,0.228,0.821,98.027,240200,2004-01-26,37
4Z4eU8yoBtBGIQPQrhCFr2,0.551,0.144,8,-13.883,0,0.0392,0.515,0.0,0.187,0.648,128.122,194307,1957-06,61
7eM88DF4yL4hpNnB6oJLnD,0.289,0.292,4,-11.991,1,0.048,0.491,0.0,0.255,0.491,185.425,190000,2009-01-01,53
3lysbLRK4bGbQRmYfN5S0o,0.467,0.662,2,-9.753,1,0.0378,0.371,0.000541,0.187,0.531,93.877,250507,1970-09-23,46
2HUZVffVPXvqnrml0gXggp,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,188400,1958-03-01,60
4ezafcOuI5em8LoE2xxnpv,0.724,0.806,1,-6.843,0,0.295,0.0541,0.0,0.314,0.586,93.863,308907,1999-11-08,53
5yGYWR0ZTgaQbjQVq1FFbW,0.662,0.772,11,-7.135,1,0.0356,0.332,1.22e-06,0.314,0.914,127.025,192293,2010-05-01,45
1EwGeoBQltKO1rYry1493Y,0.456,0.915,11,-6.856,0,0.0769,0.0344,2.04e-06,0.168,0.428,167.397,259800,2017-02-03,41
1AlAbGwrzJ1NiCaQAAmqnf,0.444,0.677,2,-4.742,0,0.216,0.00658,0.0,0.316,0.678,92.115,257000,2008,44
1GwVi2ceNb8dMFA3DZGnnY,0.5,0.845,1,-5.015,1,0.0369,0.00184,0.0,0.106,0.539,95.199,212045,2004-06-08,49
4SZOVptbDIwRegbsYCOHRJ,0.679,0.641,6,-7.722,0,0.208,0.0469,1.74e-06,0.0993,0.9,92.04,229640,2003-12-02,39
4MeXE7YF459t1PbFTtAklF,0.25,0.903,11,-4.772,0,0.081,0.0575,0.000383,0.966,0.571,172.182,362573,2008,49
4TLf2koNTaS8J2xXhit9YZ,0.849,0.347,1,-8.142,1,0.0315,0.421,2.61e-06,0.158,0.597,113.717,243627,2005-11-14,29
4iG2gAwKXsOcijVaVXzRPW,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,2007-12-14,72
4cgSBnNzOo9rhwzUczB7HI,0.488,0.871,7,-9.447,1,0.0781,0.00472,0.000776,0.676,0.518,118.986,265560,1981,62
4TxdDwdVNpLTcXkCflfuHB,0.627,0.81,2,-5.684,1,0.0437,0.0134,0.0,0.109,0.496,122.058,203253,2005,40
0nA1wFwYTY1kQ5NOjqAwYe,0.834,0.787,1,-9.161,1,0.112,0.199,0.0178,0.217,0.875,127.432,371287,2013-11-28,48
1aFcpZ5FDnVfb8K2JQyab0,0.42,0.951,10,-4.82,0,0.0914,0.000325,0.00644,0.0749,0.277,127.495,314067,2004-11-09,31
5sylRQo9eX79MPeGvrKAKY,0.727,0.716,9,-5.124,1,0.0304,0.179,0.000192,0.239,0.832,120.557,215707,2000-05-15,38
2dgjjOdz8qnGXLos9xbNNV,0.54,0.83,4,-4.997,0,0.0348,0.151,2.8e-06,0.589,0.553,112.469,250067,1981,51
4kh2S9hRpPvoF9JkwZcYGN,0.623,0.605,0,-9.923,1,0.0306,0.352,0.0,0.101,0.804,106.163,151107,2000-10-03,50
16pGi1ZNrsPvx5TD8oFleb,0.497,0.749,2,-6.746,0,0.0447,0.518,0.000567,0.0902,0.717,91.976,277960,1979,42
2fPuzTjpoQZlwpBefQU23j,0.58,0.412,2,-8.286,1,0.0234,0.766,2.6e-06,0.0749,0.303,82.117,276227,1984-11-01,41
7oIXQNqGfaijrHJdyW52J1,0.63,0.845,6,-3.487,1,0.0401,0.109,0.0,0.155,0.707,141.919,180640,2003-08-05,48
1A7hIo1C8jacIQ5ZiCjc8g,0.568,0.714,7,-7.139,1,0.0445,0.174,0.0,0.0429,0.955,146.338,213600,2015-12-04,56
1MqrUTb4ezvBw7pE7I4613,0.746,0.593,8,-3.59,1,0.269,0.0309,0.00152,0.328,0.782,92.744,240867,2010-06-21,33
0oakHTPj4SF7Si0NAsLwi8,0.615,0.928,10,-4.218,1,0.0412,0.186,4.4e-06,0.147,0.962,156.926,135133,1994-07-20,62
4KfSdst7rW39C0sfhArdrz,0.547,0.691,4,-13.553,0,0.0369,0.015,0.105,0.144,0.667,137.148,261933,1977-05-14,74
4nop5UmWUqnlxkQ4kvG3Rp,0.665,0.499,9,-11.144,0,0.0295,0.271,0.0,0.269,0.718,135.412,136467,1968-11-08,40
0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,180267,2005-05-03,74
5LvIl1VHaqtCJJXwrB8QR9,0.736,0.595,6,-5.847,1,0.0354,0.000512,0.0118,0.144,0.72,102.007,177480,2001-01-01,47
7yGR8R1HgQJeW6s3KRuyGS,0.551,0.704,1,-4.798,1,0.0344,0.000403,0.000104,0.0993,0.677,122.85,187613,1965-09-01,46
3Mhzw3bnqekjw2leE9Yn26,0.43,0.96,0,-2.81,1,0.0752,4.46e-05,1.07e-05,0.0782,0.224,82.985,230973,2007-05-15,49
51uGoXB3PbXLyeH0aPGo7H,0.692,0.77,0,-9.361,1,0.0369,0.333,1.17e-06,0.0552,0.731,151.51,178493,1993-02-23,60
0R5da1qbsZ8juxK3Dm8XCw,0.709,0.93,2,-4.13,1,0.0337,0.04,4.09e-06,0.338,0.799,130.991,225840,2002-05-21,56
4O8MemfetCS4A7tEkI0P8K,0.559,0.335,9,-14.429,1,0.0376,0.605,1.77e-05,0.959,0.721,98.284,437267,1975,15
2VbOnf4BivY15wG1GS5Vtv,0.47,0.878,11,-5.576,0,0.0377,0.0185,0.0839,0.276,0.423,150.093,301093,2007-07-10,65
7CBFRsUz1pz1cS12soVhih,0.394,0.995,1,-4.946,1,0.105,0.13,0.00459,0.263,0.199,148.196,268213,1987-07-21,56
4qMOV79GpJ9vkGm3rfTOWX,0.592,0.641,6,-6.229,1,0.0293,0.374,0.0,0.0601,0.449,86.27,313825,2010-10-19,31
7qUTZEf6bgiApJEXpMAH5y,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,193440,1978,63
39YctL1qdorL65TwHTOXQw,0.35,0.036,9,-27.173,1,0.0359,0.882,0.0105,0.0912,0.112,67.928,273320,1969-01-01,28
7BffUnoYCyHy2Sd0wcDtvg,0.466,0.716,11,-7.251,0,0.0933,0.354,0.000125,0.354,0.859,132.231,225507,2000-01-01,30
3eMYc6FK9XvyauIaxcJtRS,0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144.0,270400,2001-01-01,61
0l9RGwc48deJ6j61KXAAvs,0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,185293,1969-08-01,55
2e3fohSwZ9nU6Q2tks0fFz,0.635,0.823,5,-4.54,0,0.102,0.0833,0.000377,0.157,0.821,200.943,195467,1998-01-01,62
7pHulEA5iQAWoHz8tLWEU0,0.412,0.852,5,-3.728,1,0.0326,7.39e-06,0.0998,0.253,0.189,92.02,313733,2003,26
6m5EVmAlKhJwbQCT3xN5Kt,0.571,0.996,10,-4.907,0,0.215,4.93e-05,0.601,0.187,0.0468,94.992,211693,2009-02-03,36
107HMg46yuREPVAZA4wQRQ,0.201,0.945,11,-7.602,1,0.489,0.000247,0.000866,0.23,0.0758,165.237,308600,1985,31
4n8Tm8EXXzfMsxGYUrdBvG,0.163,0.957,6,-9.617,0,0.13,0.00136,0.00352,0.364,0.0777,153.119,354707,1991,13
2yXZ7jt6G3SUQeW7QX9gfY,0.383,0.737,1,-8.357,0,0.0442,0.0131,1.73e-06,0.0919,0.334,165.52,246493,1992-08-24,36
4Q7JamgjtdzH3wKZIX0p3C,0.48,0.828,5,-6.904,0,0.321,0.721,0.0,0.68,0.857,86.694,201800,1998-01-01,23
6ALtdfVnklY8xp9bUBKVEP,0.485,0.701,1,-7.341,0,0.218,0.263,0.0,0.632,0.77,79.72,92680,1999-11-16,43
1Gt07aYIpl5yJcTbH95s7v,0.533,0.411,7,-12.441,1,0.0265,0.012,0.073,0.128,0.148,84.049,259627,1990-01-01,48
6CT0MVgHnoAUXrSrnlwfWx,0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,326747,1982-09-06,48
3Fhprj43HdNBJPEs5ubpcC,0.633,0.96,9,-5.284,0,0.0351,0.000138,0.664,0.0857,0.799,140.01,245733,1996-06-04,44
6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,293120,1970-01-26,71
4tWdcU5SdjkJgHiPGs29jN,0.772,0.807,10,-8.078,0,0.0462,0.094,0.0,0.127,0.918,109.787,211147,2009-01-01,30
0nCAVzknkzRXRgB6LhRv04,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907,2003-08-19,61
3hKScGxI28Zor6zJ7JL7aS,0.336,0.942,5,-9.252,0,0.0492,0.0114,0.0291,0.0833,0.703,179.874,230773,1990-03-27,56
4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,1980,76
0ILO4nAdxzfXiVgpWL68Gx,0.594,0.597,0,-9.669,1,0.0499,0.261,1.55e-05,0.307,0.728,122.994,175413,1970-01-01,25
3gD8PjbZRQGyoZ5KjXCM2N,0.809,0.428,7,-11.781,1,0.0291,0.623,0.052,0.0925,0.848,106.505,170533,1969,18
1fTNpl2mxqHVlLqRNbyDhR,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93,180840,2009,63
2EsdlJyjJFdDhrKZd3yIOQ,0.508,0.804,8,-4.224,0,0.327,0.188,0.0,0.294,0.76,85.29,294560,2011-05-17,21
6atVS7UZBxoyJkkteM62u5,0.666,0.713,2,-3.551,1,0.0384,0.172,0.032,0.177,0.491,94.71,271427,2003-09-09,58
6Llr9PVC1cirKUwu7Fle83,0.505,0.625,5,-8.195,0,0.0686,0.603,3.98e-05,0.0823,0.608,110.791,332133,2007,56
2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,276320,2006-01-01,73
6cddBdZNKyzRrJhbj3gs3r,0.212,0.942,9,-2.809,1,0.148,0.00399,0.00011,0.215,0.216,158.015,286400,1999-08-31,26
7LZoKNMhsZ7qbP1lYGDva8,0.554,0.48,9,-10.925,1,0.0317,0.299,1.09e-05,0.165,0.626,91.311,158747,1969,54
2p1SZrBaJS6yHK0OdPfo1x,0.753,0.616,1,-10.428,1,0.0366,0.469,0.000306,0.0633,0.922,109.687,301933,1979,31
5wsRGsmC0SzQPWNsdj0HNw,0.41,0.921,2,-5.851,1,0.0619,2.03e-06,0.557,0.293,0.484,114.272,406800,2002-03-26,19
0C9d07g8OTaJeZVVmjN0pS,0.17,0.89,4,-3.581,0,0.0521,0.0166,0.000102,0.107,0.233,178.464,201987,2009-06-09,47
60z5ezmI1iL3s2pPEct4wh,0.781,0.447,10,-13.725,0,0.195,0.00502,0.000804,0.0352,0.736,89.264,333787,1986-10-01,33
6drEsDrLJEeRJwGwgPgmJU,0.213,0.213,1,-11.896,1,0.0345,0.882,3.16e-05,0.0633,0.519,206.983,161533,1965-11-22,47
1sMlUYVSp6PqjrYDOKBPrH,0.842,0.397,9,-10.779,1,0.0393,0.0372,1.61e-05,0.0725,0.644,88.922,297293,1990-09-25,42
4Sz8zFchpHQVQVqVyGz5Jb,0.75,0.398,11,-14.516,0,0.0466,0.605,0.0,0.18,0.961,113.516,165333,1962,51
3Rhxe6P1im82NFVkt9X2qZ,0.635,0.393,10,-11.894,1,0.0428,0.394,0.0,0.255,0.427,98.332,187333,1968-11-08,53
7f658XpoxQICKgDALkEnhX,0.78,0.523,4,-12.934,1,0.0372,0.102,9.67e-05,0.0558,0.978,136.972,179773,1984-01-01,13
5FTzf8gJDicNVCIhwDDYSX,0.265,0.607,9,-5.351,1,0.0339,0.00134,0.0,0.204,0.136,129.389,386200,1999-07-13,30
2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,2010,65
5pu8S9RK0Sn796m39S3QCg,0.441,0.514,2,-10.721,1,0.0302,0.589,0.00146,0.208,0.815,201.085,184027,2009-09-29,30
1agVrzicFWExgEiAtk8lmr,0.398,0.86,7,-4.574,1,0.0663,0.00155,0.683,0.154,0.564,138.09,264880,1973-09-28,55
2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,1991-09-17,75
4xTQdHvWyjASRfEBpaGJoI,0.504,0.983,0,-3.071,1,0.0793,0.019,0.0,0.339,0.534,115.178,200640,1989,39
1S5eC9PiwzHG6QkVeQYbWn,0.265,0.3,7,-11.137,1,0.0297,0.704,0.0,0.192,0.245,71.901,176494,1992-01-01,50
4dwRny1mJtE5GYuASzQSUf,0.441,0.81,1,-6.987,1,0.0373,5.5e-06,2.52e-06,0.153,0.62,122.13,245733,1991-09-17,44
4MMqj7HaLL8BphbBZnlsdq,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,236520,2004-01-01,55
6xpDh0dXrkVp0Po1qrHUd8,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.382,136.028,249627,1999-06-01,70
74D5vPIqKXeha7ElxMLc8Z,0.728,0.635,1,-6.663,0,0.0518,0.425,0.0,0.244,0.745,141.943,251133,2001,54
1b7LMtXCXGc2EwOIplI35z,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,2009-01-01,71
7uSsHbBFFAnkRQR1rDwP3L,0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,205973,2004-03-29,63
4znkNgqRMCF12mY7EbklsA,0.815,0.626,0,-13.406,1,0.0553,0.504,1.41e-06,0.0372,0.825,106.47,258000,1998-11-09,51
21jEuMn2lf37715rwjow2M,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467,1996-03-25,64
2g8HN35AnVGIk7B8yMucww,0.778,0.578,9,-7.22,0,0.274,0.432,0.0,0.138,0.758,84.487,252747,1994-09-13,75
5GHbWzjRy1XfnTf5rkA8bf,0.563,0.521,11,-12.568,1,0.311,0.864,0.0,0.216,0.653,110.794,214213,1964-11-04,43
0ikz6tENMONtK6qGkOrU3c,0.62,0.574,0,-11.893,1,0.0421,0.272,0.0,0.0607,0.9,81.548,231333,1984-10-23,79
2AOunLYKGvwya5xDfFxiFj,0.593,0.564,1,-12.585,0,0.0435,0.308,0.000128,0.0676,0.587,145.623,304987,1979-01-01,42
6EWM09YPzJeaC3XjknEzuF,0.893,0.597,0,-4.794,1,0.185,0.156,0.0,0.305,0.864,96.03,281640,2007-06-05,37
1yJWqYYDQge60nZKdLyiZU,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,239867,1992-03-31,61
62ZRHYSOIT9WeZnz18kTHS,0.661,0.496,7,-15.53,1,0.0357,0.229,0.0,0.0753,0.948,165.549,155267,1986-01-01,58
7rS87NoPWbAkVURdVFbGH9,0.671,0.755,2,-5.274,1,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,244373,2003-01-01,59
2UbFyKS0gTj9NcGLO4NpyZ,0.843,0.612,10,-4.71,0,0.157,0.0573,0.000305,0.154,0.791,93.975,200200,2002-02-05,44
4G3Nnoae2XF1cdbdgATKKq,0.238,0.759,0,-12.476,1,0.0624,0.000407,0.002,0.608,0.732,193.044,203933,1980-03-12,48
6TefPQD0oc88BNALpu4U87,0.489,0.647,9,-3.424,1,0.027,0.205,0.0,0.0504,0.436,167.792,269587,2005-01-01,65
7vTCIwHvCT3zMmtYBo0uff,0.646,0.583,0,-4.532,1,0.026,0.0209,2.4e-06,0.119,0.339,118.055,224933,2004,46
7pNJ1T9TGbVbNHKaLhhPri,0.553,0.756,0,-4.583,1,0.108,0.0923,0.0,0.215,0.605,94.487,191827,2003,58
1300POeOaj8qho30FRHjgf,0.631,0.638,7,-8.958,1,0.0274,0.4,0.000516,0.216,0.812,133.739,305493,1994-01-31,60
4avSaixVwu8uqfSs7zgoj3,0.399,0.881,2,-4.341,1,0.0347,0.0019,0.00429,0.39,0.272,84.58,380893,1993-01-01,59
0KK5DBk9cAC1xV7q6K7G1z,0.23,0.932,7,-5.262,1,0.186,2.88e-05,0.00192,0.199,0.323,94.897,226080,1985,36
33AxY0QUitvte6JV6B6uLE,0.379,0.716,4,-4.312,1,0.0326,0.000272,0.00123,0.0786,0.239,92.721,279333,2002-11-17,60
1DfWmv1eJU1a9tuGpqKGFP,0.599,0.622,6,-7.019,1,0.128,0.222,0.0,0.536,0.907,117.574,223680,1968-10-25,48
1ez4uWPnJwYufNhYTLVsJr,0.287,0.818,1,-1.691,0,0.0384,0.264,2.42e-06,0.12,0.174,153.004,220267,2005-11-22,62
2mfKAAdM92yhvcGWwgJe5I,0.59,0.805,4,-10.702,1,0.0347,0.0258,8.01e-06,0.17,0.696,126.159,254280,1987-04-07,26
2FeYK41Grs7KdR9Nqoy1MK,0.541,0.387,0,-7.334,1,0.031,0.618,0.0,0.0716,0.273,78.003,257440,2001-10-08,65
2gFfG8Ick2LGOzFHiWOV22,0.89,0.377,5,-12.111,1,0.0605,0.204,1.31e-05,0.0741,0.907,106.979,181253,1967,39
32Gf5A7Hr8RdgggXG0Fdks,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,291667,1996-06-04,69
7pb9gOx7XsGQwpZlU5p6LF,0.707,0.79,8,-5.234,1,0.428,0.0281,0.0,0.306,0.652,193.037,264382,1987,33
4004xnMLj5QGxWvu6JPcJ7,0.224,0.915,4,-3.299,0,0.0696,0.000313,0.000285,0.0916,0.381,101.766,302267,2001,56
307kcWJQNMdiYYKj1LgClU,0.732,0.506,7,-11.735,1,0.0462,0.688,1.04e-06,0.146,0.867,126.325,163093,1964-08-31,61
2SS3WeSe24ZqTlTSK4KzQZ,0.56,0.827,8,-4.157,1,0.0306,0.0271,0.00285,0.0551,0.904,84.383,163907,1968,54
4XMRt4xFqLzGs4wDKkSSeu,0.373,0.57,5,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,215693,1973-05-30,61
1LwP9g1Hjbs64jXM2Qsxry,0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493,1985-11-18,63
7yVtyc7FhzC3aXx662Zkex,0.306,0.717,0,-5.546,1,0.0394,0.225,0.567,0.277,0.337,109.101,237187,2000-01-01,19
37Q1Ql8jgueqnmN0D4sFEb,0.631,0.74,0,-10.22,0,0.0452,0.303,0.00132,0.136,0.91,97.0,396093,1984,51
3XAiXl3dKpG7b0qcrCtBD4,0.556,0.384,0,-14.98,1,0.0407,0.00697,0.000926,0.0545,0.891,126.841,302733,1980-05,52
6NSlNryPDSICV6ER6ZRosi,0.616,0.457,0,-6.761,1,0.034,0.148,0.0,0.125,0.208,119.646,245947,2006,47
6FOGRNfOgaubrZNc9MW19K,0.468,0.663,9,-11.714,0,0.0634,0.00739,0.0352,0.124,0.714,90.714,223600,1973,43
0ju1jP0cSPJ8tmojYBEI89,0.505,0.258,11,-12.193,0,0.0297,0.805,0.0,0.12,0.641,141.003,254305,1971,66
7je6HRz7AoYt0HoW0gEUdP,0.477,0.899,2,-6.058,1,0.121,0.000238,0.000144,0.0598,0.555,104.822,256293,1994-03-29,45
7zHDszr8p0fS8DlJGJI2Zz,0.397,0.561,2,-11.601,1,0.0332,0.0741,0.0077,0.153,0.289,111.8,328782,1995-09-26,41
4jrzvkAc015w5LUP8gF3Dg,0.459,0.404,9,-12.015,1,0.0453,0.0423,0.032,0.12,0.742,79.286,356173,1970-06-26,38
5xeSDlt3eCxPsWKBhfUJTR,0.451,0.873,3,-4.711,0,0.19,0.171,0.0,0.327,0.589,119.918,196520,2009-01-01,52
1BZMMt9H0TheQGWQy44KmO,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,196200,1982-04-06,50
0YgoNapnyIXuruBrzvoCSu,0.631,0.746,7,-5.439,1,0.0277,0.451,0.0,0.424,0.93,108.875,182533,2008-01-01,46
4jtEJglNt0JzPMghR54i1P,0.425,0.269,5,-15.543,1,0.0459,0.557,0.00586,0.13,0.186,213.632,250667,1987,23
7wo7gTL5d7qa6kYnjdKBgJ,0.573,0.673,8,-11.169,1,0.0368,0.192,1.38e-06,0.35,0.854,142.454,160200,1992-01-01,38
4zwzfzX5nXgD5Ro2tXIxhf,0.301,0.988,1,-2.898,1,0.173,2.45e-05,0.231,0.191,0.166,127.803,319173,2000-01-01,44
3UCmuRdeTriWgOZMEJsfqZ,0.608,0.594,2,-11.86,1,0.0435,0.32,4.75e-05,0.129,0.789,125.166,174293,1961,51
3UQmoVQJqBYauTZLVPs3uo,0.811,0.726,0,-3.995,1,0.0813,0.154,0.0,0.116,0.666,131.027,264920,2004-11-23,52
6PAL3nzEgroNOMurJAjpFX,0.58,0.898,0,-3.517,1,0.0832,0.000146,7.87e-06,0.359,0.805,140.016,184680,2009-01-01,44
2RWxrpsFshOBFwRBRstUlQ,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,210453,2006-09-04,57
240FNg8tSGXr9OGswVMuO6,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,146427,1968,45
6iXQrhhgBisdfvS34EMTZ3,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734,213333,1974,70
2B98ljvzqpCVgt5reTHq28,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,268587,1994-11-22,67
4HlGxm6m7lQJedeIHM0dcw,0.409,0.984,2,-4.407,1,0.0909,6.62e-05,0.143,0.205,0.697,96.341,303760,2007,30
3yEtuhGR8jOtusa29jWrhG,0.691,0.658,0,-6.496,1,0.0359,0.398,4.58e-05,0.112,0.617,97.68,300160,2004-07-27,70
63CHa6rmamv9OsehkRD8oz,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,206360,2016-10-14,74
6BKVev5kACyEaolcJkaUbz,0.804,0.688,0,-5.893,0,0.0632,0.0662,0.000112,0.0392,0.942,123.002,228267,1979-03-01,52
23IJ5wLRhEZ9DOuia5mPiZ,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,381627,1978-08-18,70
69QHm3pustz01CJRwdo20z,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,312293,1980-07-25,74
5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.392,0,0.0271,0.413,0.0,0.116,0.112,110.018,270333,1996-04-24,68
2SWn864dJI5RNyrp3F4Kp1,0.533,0.889,7,-4.566,1,0.0362,0.00366,0.0593,0.338,0.579,124.768,237653,2003,53
3Jl5GohfNwozDmpzmQBLDI,0.329,0.673,3,-8.465,0,0.0296,0.0239,0.109,0.138,0.323,91.122,419933,1980,57
5sbw5zIz9ck2pOEDXUR0QU,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,256653,1997-06-23,69
23xk9Rf7oIHVUU1JvmXYFn,0.592,0.834,2,-11.565,1,0.0334,0.322,0.0,0.364,0.809,130.967,174133,1968-01-01,54
1EiLrPd8JMTcQUr1aLEUKi,0.787,0.832,10,-4.671,1,0.301,0.0347,0.0,0.0593,0.814,92.606,177667,1998-03-31,63
3ibAzRj9JnowdoLkyllk3n,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,1983-07-27,59
2vbdgJbJk4hCUuI2psEtp7,0.737,0.575,5,-9.554,0,0.0284,0.00256,0.0,0.0939,0.434,121.973,286400,2004-05-14,31
3WYYzUlLrl4NVNeoKd7MnG,0.536,0.351,11,-8.026,1,0.0266,0.762,0.0,0.22,0.532,106.73,179120,1964-11-04,39
11VwZwNF29HrqwalYUMitb,0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,339533,1969,68
