sp_song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date,popularity
6edQfeOlqbGteYixpJl3Sm,0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,239627,1999-03-01,48
5Oe7wHPL4hdEXeF4AOayCi,0.322,0.99,8,-1.785,1,0.171,4.36e-05,0.417,0.0366,0.146,104.678,210867,2006-01-01,44
6i1uWZYWabNHq2wQnoca58,0.666,0.884,9,-5.243,0,0.0429,0.506,0.00612,0.0408,0.754,92.005,298573,1989,54
4BzBtS6PBreni5hNPo2hos,0.609,0.578,9,-7.081,1,0.0414,0.296,0.0,0.15,0.343,123.925,233947,2006,19
0GvhHQbWSnGltjl0je61dI,0.699,0.514,4,-12.61,1,0.0315,0.587,0.029,0.22,0.63,120.758,144947,1959-01-23,53
6O7EzXOn357WgLAtmvgQf7,0.299,0.732,5,-10.153,1,0.0518,0.0113,2.06e-06,0.0829,0.143,110.311,363267,1990-02-27,19
3aBmJTZu5qHBKGORCq0V5K,0.564,0.856,1,-4.443,1,0.0364,0.207,0.00039,0.173,0.923,109.149,230827,1977,34
6gHxKXy1f3QinBJQngJ2iN,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,297947,2008-01-28,49
32I2RrdW8fNV8wsga26PFt,0.787,0.783,10,-4.135,1,0.0435,0.209,2.18e-06,0.0357,0.875,115.474,330827,1996,23
73etijhz7pV4Wx7GTANLpq,0.332,0.371,4,-9.884,1,0.0396,0.729,0.00021,0.176,0.375,173.273,249093,2002,51
2EZc13S7YRi6bTS3SKteRN,0.72,0.391,2,-16.595,1,0.0342,0.163,8.29e-05,0.046,0.786,120.794,187227,1969-01-05,62
79pY2Z5eFvXMt9bSdHLrnA,0.323,0.728,7,-5.416,1,0.0321,0.00394,0.000447,0.102,0.489,161.586,215333,2002-11-08,59
5x9RZg7HfXGY3JayXL3seF,0.511,0.517,8,-9.653,1,0.0328,0.13,0.0,0.074,0.433,75.67,241893,1992-01-01,64
2VBSOgBcnLHkfat8P2VGvf,0.788,0.748,9,-5.439,1,0.0344,0.419,0.0,0.0638,0.608,119.781,233916,1998-01-27,52
4y1vMFRC4T2P43ovfvOor7,0.565,0.695,0,-10.21,1,0.0803,0.637,0.000401,0.256,0.951,97.246,279760,1974-01-01,39
2WpmMlS6Tr01C7UNFjQI3U,0.601,0.676,0,-7.933,0,0.0266,0.469,2.43e-05,0.105,0.661,85.455,263467,1999-04-19,50
2nUy0ifVE7UwtOK4rugFsP,0.469,0.976,0,-3.569,0,0.111,0.000287,0.217,0.0636,0.222,124.001,298107,2004-05-03,62
5glmepcujdxktDp1mo6uQV,0.133,0.884,0,-7.043,1,0.11,1.83e-05,0.153,0.333,0.238,81.486,216000,2001-01-05,21
2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,1978-04,70
4iiLzvbh0bXMnomiB6DIuk,0.753,0.469,2,-11.64,1,0.0339,0.535,0.0,0.29,0.838,120.918,164440,1976,53
1vpwWCCXYYMAaRMTfsnDpk,0.487,0.449,5,-6.485,0,0.0645,0.704,0.0,0.116,0.226,122.784,242720,2007-01-01,42
6tunhVGD8C05MZNjSVIsjw,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,233507,1972-08-16,64
44zDLad2CZrhWg2lg9nfuy,0.645,0.649,10,-8.345,0,0.031,0.253,0.0,0.107,0.567,133.652,132400,1965,44
3lAun9V0YdTlCSIEXPvfsY,0.371,0.278,7,-8.596,0,0.0303,0.981,0.0,0.272,0.338,82.331,187733,2008-10-13,63
4SByRm49LWQlobusVS7dcZ,0.614,0.599,6,-12.27,0,0.0288,0.13,0.0,0.2,0.594,113.108,211333,1987-11-01,50
6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,253307,2009-01-01,72
2vLaES21zwbX1Rnmj56Bbb,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,188800,1973,64
7icC0mHYpROmIRhpa2DaFC,0.832,0.509,7,-8.918,1,0.0306,0.34,0.000793,0.15,0.844,105.986,347333,1982-10-29,45
3OK8WgNRmp4F3ahXe6XX6l,0.537,0.462,6,-7.501,1,0.0289,0.574,9.75e-05,0.108,0.356,136.634,307867,1998-02-10,69
09qzRI951OVkXGCc33gzcT,0.673,0.842,3,-4.627,1,0.0365,0.06,0.000257,0.184,0.897,125.571,207772,2009-09-08,69
5FPtuiOupQoAprcMk74ZwP,0.586,0.517,4,-12.88,1,0.0268,0.225,1.91e-06,0.272,0.637,77.189,223667,1994,54
7yws3pF3FFguwT2Psi6c15,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,210307,2009-01-01,69
48yJZwYYDZX5GKFND7wDfC,0.345,0.35,5,-12.701,0,0.0268,0.274,0.0686,0.143,0.108,143.09,314640,1980-11-01,56
3zxklD2EGecZre9MjEEvIU,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,239400,1977,64
0cSJGFChou7M6u2ju9SWN1,0.586,0.795,11,-8.71,1,0.258,0.354,0.0,0.187,0.694,94.101,314600,1988,48
6LUGAFpbYVek4rRY0G9dV0,0.286,0.895,9,-6.041,0,0.104,0.00209,0.141,0.0562,0.58,172.764,344933,1984,52
2bazs0jc6oxEEeFYQXXJxv,0.706,0.661,0,-9.2,1,0.0297,0.554,0.0,0.0937,0.968,139.453,139610,1978-09-20,43
466JLm2qQmjOzfbee0PIg6,0.538,0.717,9,-6.819,1,0.196,0.103,3.63e-05,0.071,0.87,208.029,226360,2017-11-17,55
2I5CPUnMIKjEXeg61OI9uV,0.502,0.938,9,-3.114,1,0.13,0.00098,0.0,0.318,0.35,144.077,200347,2009-03-06,49
5BC50dLe7dZKVc3gPvJRx9,0.709,0.902,1,-3.392,0,0.188,0.0364,0.0,0.0219,0.878,204.317,237267,1993,44
0X6LpTaCRqlMUmjCynuo5a,0.451,0.648,1,-8.659,1,0.0355,0.481,0.0,0.201,0.857,146.792,269173,2006-01-01,54
362zcsyXMLbL7PNLhOovvm,0.679,0.709,7,-5.851,0,0.133,0.676,0.0,0.292,0.673,84.543,282308,1985-01-01,57
4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,6,-9.37,0,0.0594,0.00312,0.0,0.0402,0.684,96.988,208867,1979,51
1WxU2gzm360coppgmRQ6ua,0.248,0.979,2,-3.787,1,0.229,0.000149,2.39e-05,0.366,0.343,168.188,196147,2010-01-01,39
6AeOM7N0rK3tYOINY2k5qy,0.567,0.458,7,-12.049,1,0.0257,0.85,0.000627,0.351,0.665,98.317,249640,1996-03-12,45
1wLhwzPAtze5JT8qqXlqaO,0.935,0.781,6,-5.795,0,0.197,0.0158,0.0,0.164,0.918,123.894,226160,2001-03-20,53
6fU89TGvcpEzJ2rGKvk9Wx,0.462,0.983,3,-4.784,0,0.199,0.175,0.000207,0.567,0.406,133.17,155640,1983-11-25,42
5IfoUEa1HEHCYoxaKeTZcT,0.357,0.94,3,-5.263,0,0.125,0.000163,0.0139,0.128,0.205,107.953,242133,2002-05-06,26
5ljGmNLjvQZm2hw8cDJXNJ,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,1978-01-01,55
4eUwprTmYFNR9SkbRiWV7x,0.218,0.627,2,-7.699,1,0.0339,0.738,0.035,0.0942,0.173,143.371,415787,1973-07-01,32
7ouzafITrJhhuoFR99MPYL,0.158,0.994,6,-4.632,0,0.253,2.12e-05,0.429,0.289,0.173,196.639,167867,1986,39
3KIUKvwteP1HFA5UcvvL11,0.699,0.477,2,-9.339,1,0.031,0.291,0.0,0.164,0.83,118.382,185427,1989,54
0HYCfsLMVE61LZIVI3d1UA,0.668,0.898,0,-6.14,1,0.0459,0.0059,0.00516,0.0712,0.756,109.808,452187,1980-07-06,47
4wLznMeMZkruAYugFgT7ig,0.295,0.91,11,-5.736,0,0.141,0.00403,0.166,0.337,0.764,170.827,215333,1999,23
4AgmNBqRvAFU8nfP2u1SWQ,0.626,0.543,9,-11.399,0,0.0321,0.0593,0.0,0.055,0.333,94.248,298053,1994-06-03,39
2bNOq6aol7JZ0JJtLlg3TK,0.626,0.741,4,-7.817,1,0.0298,0.0378,0.00239,0.282,0.911,126.513,255160,1978-06-06,49
7e33IaVp4FKTTwOEKqsqEI,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253,2000-05-29,44
2IGI02KObpbwwEZq6iEAVK,0.233,0.912,5,-4.501,0,0.0752,1.61e-05,0.418,0.401,0.286,164.521,199107,2005,23
55NBt1WuvShjsGE1grbi2v,0.465,0.821,4,-11.115,1,0.0487,0.0133,0.00855,0.447,0.697,149.824,209907,1988-01-01,46
1uhmgDj1M0fXUcAquZoPXq,0.421,0.917,11,-12.542,0,0.058,0.000333,9.06e-05,0.227,0.274,116.076,244160,1984,31
2MASSWjF0hSSj6nj9OftoR,0.608,0.65,3,-11.816,1,0.0469,0.517,0.000689,0.115,0.198,158.706,271133,2005-08-29,47
52bzQkgk8TznulGvKOPQTK,0.594,0.77,7,-8.267,0,0.032,0.276,0.0176,0.0575,0.827,107.484,277227,1975-01-01,59
60IEzuxFzbIl7st0JfbFRD,0.576,0.806,2,-3.876,1,0.0748,0.0225,0.0,0.0662,0.757,159.962,209920,2006,34
0r8iDf65NHgFgZOGLwj5r8,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,2003-01-01,67
6unNRR0gAkaKaXSCyCVfHg,0.554,0.918,6,-4.36,1,0.0427,8.67e-05,0.0853,0.385,0.808,133.075,205613,2009-06-12,29
1q1oeOO8LQJH0qWI549cqN,0.319,0.321,9,-11.911,1,0.0289,0.304,0.0,0.144,0.252,106.762,152493,1971-01-01,30
0mP897I93DZwdgtjkSriwj,0.669,0.613,4,-11.12,0,0.036,0.487,0.18,0.132,0.565,110.67,220720,2008-02-19,59
2goQd5lh0MV1SO2V2yJ3Vv,0.437,0.201,9,-9.517,1,0.0354,0.812,0.000114,0.697,0.0995,103.873,159667,2009-01-01,12
11WuptzKtcVfPMYaf5aook,0.53,0.745,10,-6.19,0,0.106,0.00436,0.0,0.345,0.269,134.068,274053,2008-01-01,51
1ndGB6rvxKYN9seCYO1dTF,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,231933,2002-07-09,69
1NCuYqMc8hKMb4cpNTcJbD,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,1989-11-20,74
2vEUFrRByOKob8yqOd6LuA,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,219307,2000-08-21,62
3HynxUWKnm7rtzjVkyXoHu,0.568,0.512,3,-12.223,1,0.0764,0.822,1.14e-05,0.0941,0.892,177.144,150493,1998,30
4o7ZPI2fmEi3piRe0Hrfpy,0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,236627,1992-01-01,61
5giCRvTkp5GV5UIAORAOof,0.571,0.697,0,-4.255,1,0.0294,0.00574,0.0,0.0775,0.636,181.987,221533,1999-04-25,67
3FUL2VqnKPvpuRLvUQozn1,0.65,0.202,4,-12.128,1,0.0452,0.979,0.000858,0.0713,0.844,138.223,172013,2000-01-01,38
6AIB4vBOGWM4FJ65yNWaXu,0.646,0.35,8,-11.539,0,0.0486,0.665,0.000122,0.0472,0.552,80.882,167067,1991,52
7qhUtJDCu1tYrdkIMPVYRc,0.63,0.825,4,-4.683,1,0.0447,0.0622,1.58e-06,0.215,0.285,120.829,217667,2005-01-01,47
1eqw9X3NsJeBcr7eExLIAA,0.502,0.435,7,-9.161,1,0.0279,0.658,7.87e-05,0.0877,0.291,129.933,231507,2001-01-01,25
5DoTRJlzMaGAMHPTDrfvfW,0.565,0.968,1,-5.165,1,0.0568,1.33e-05,0.188,0.089,0.693,108.003,248906,1997,52
5qmlWnOopvuUVKH7sK8IQG,0.446,0.681,6,-8.859,1,0.0442,0.362,0.499,0.0661,0.542,122.338,380493,1973-06-01,19
5FvXMfGmOvqbkEYRtcKUzE,0.597,0.753,7,-9.845,1,0.041,0.147,0.00103,0.327,0.438,146.321,273867,1997,41
3QwbKe0s8TcNclzXAXHeHy,0.503,0.484,5,-12.833,0,0.0311,0.399,0.0,0.345,0.8,122.203,151800,1990-07-23,51
3Vzdt9pB03PN8kXmnwgOlZ,0.545,0.658,4,-5.892,0,0.0379,0.0325,0.0,0.0846,0.766,149.999,227600,2006-03-11,48
1Pr4ZFk19p1zVaY1012ECL,0.608,0.946,4,-3.552,0,0.0919,5.2e-05,0.00113,0.297,0.354,120.882,192600,2001-01-01,44
75sAWnVBYaaYs1mWbB05Qg,0.571,0.542,10,-9.033,0,0.0304,0.727,0.0339,0.373,0.539,158.001,272760,2007-06-05,49
1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,7,-3.398,1,0.0282,0.0156,0.0,0.114,0.912,108.033,248640,2006-01-01,68
41dDygR3r7e926oGUXfrLt,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,307307,1981,63
04e1VQ69ll2TR5Jp8F2n5B,0.319,0.309,9,-11.944,0,0.0257,0.822,2.26e-06,0.0893,0.339,143.075,238187,1996,52
2gR0WOqNcqB0rUEDZvjti7,0.337,0.567,9,-8.484,0,0.0353,0.395,0.00331,0.111,0.648,203.903,179413,2006-03-11,37
6h9AH81lpDbjcsBz2ClqAE,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,318280,2000-10-31,55
0IaMMHVbpJ0LrRAeigWOXr,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.186,0.189,130.135,227133,1993-05-18,60
7EZhegO3ISq6QRWyDWplxc,0.552,0.565,0,-11.78,1,0.0354,0.0785,1.37e-05,0.146,0.755,133.535,229973,1991-04-26,51
1Tn0b93GeEZ1wDDRpT6WhM,0.451,0.644,11,-3.721,0,0.0412,0.122,0.0,0.901,0.422,197.467,266960,2007-01-01,44
7mbIZ1EJ5rEJO21KFzNPit,0.563,0.568,10,-11.892,1,0.0705,0.259,2.12e-06,0.053,0.761,140.471,146400,1987,42
4OKf7CcYuw5H2HptkcKxcP,0.518,0.761,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800,1975-11-21,60
3YHGqAHprVEArAxLzaBE6O,0.411,0.468,2,-7.058,1,0.0294,0.29,0.0,0.136,0.179,149.399,248013,2010-02-09,62
1PMpfF1AZq53iRoAqiHHGw,0.216,0.954,7,-5.946,1,0.241,8.6e-06,0.181,0.144,0.103,126.317,215720,1986-04-01,30
6Xq8b6nBZNs744j0MhE5a3,0.32,0.539,2,-11.944,1,0.0331,0.311,0.00278,0.301,0.609,177.119,255067,1989-06-06,43
6shRGWCtBUOPFLFTTqXZIC,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,2006,68
34yIb7hw5SuR80au1BHTtt,0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,308600,2001-08-07,50
7jxHeJLVpnP7S08JFF4GBi,0.746,0.876,1,-6.042,1,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,267827,1998-09-29,69
7FpI0bb11JBwqxIsOZCXg7,0.638,0.543,10,-9.31,0,0.0445,0.0282,0.00194,0.0756,0.257,128.812,245293,1997-10-01,34
4v5A3JsvjRcjJvsbOik7VP,0.295,0.993,4,-5.378,1,0.113,2.26e-05,0.0523,0.091,0.189,108.451,296867,1987-10-30,34
3BRchyVfj1N5EBoflFrU7X,0.794,0.657,7,-6.508,1,0.0299,0.312,0.112,0.0972,0.945,124.138,431267,1999-08-24,33
4ipZsAA3YuqCDSXiPoEGIv,0.559,0.464,6,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194307,2001-05-29,60
0dHogHUS4xgLOoFBt0ko1j,0.48,0.908,0,-5.466,0,0.0452,5.45e-06,0.856,0.0932,0.313,95.084,220707,2002-09-02,58
1kSSWsWZuCcrlgVpb5yKYn,0.716,0.893,10,-2.397,0,0.261,0.119,0.0,0.247,0.889,172.156,217973,2004-01-01,52
33J23ecrezwN1Lmk82Ebaq,0.803,0.691,5,-6.692,0,0.0443,0.0366,0.0,0.0408,0.9,106.994,175120,1994-07-20,43
4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,8,-5.158,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267,2008-03-17,57
0ZSmRnXnP5fdANtVlCok1g,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,2003-09-15,61
2MA3h5MsIglWsU5tVZ2jJD,0.297,0.337,0,-14.401,1,0.034,0.679,0.106,0.136,0.328,78.405,178240,1971-01-02,27
2dHjSNCw10clC9oOld8tPn,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,1981-02-03,56
02vKYsGA7RZ9mU1wTNljE5,0.625,0.543,1,-5.863,1,0.0456,0.0478,0.0,0.0716,0.45,133.692,268640,2006,32
5PhxU6LMo3YutBWG8YS3KS,0.82,0.586,11,-15.565,0,0.588,0.239,0.0,0.353,0.877,99.318,247360,1988,18
6yjKlmm7vOszkXEUku1EM1,0.506,0.373,0,-9.473,1,0.0347,0.495,3.72e-05,0.324,0.195,121.268,362400,1976-05-19,61
0PD211kSLtAZ76OSHtMOnJ,0.57,0.664,7,-4.997,1,0.0283,0.0328,0.0,0.0673,0.214,121.316,265800,2003-01-01,50
5BsJy4UDoQXqdgcyWqWQw2,0.681,0.753,8,-4.082,1,0.107,0.459,0.0,0.114,0.578,91.993,198427,2006-01-01,47
3oyn649Xwej4sfFbZmZRvC,0.396,0.878,8,-10.378,1,0.065,4.02e-06,0.687,0.184,0.326,132.829,166467,1992,19
4Q27I5G3W14hnYVi45oi2h,0.222,0.659,0,-9.942,1,0.0487,0.0169,2.09e-05,0.471,0.322,75.634,344227,1970-08-07,51
5DJTYOAHZEKjNqXpOwnomi,0.707,0.683,0,-8.728,1,0.0683,0.184,0.00108,0.108,0.567,116.009,243627,2007-08-28,56
09s7AzC1vXpkIBS8xphJgP,0.57,0.32,2,-8.965,1,0.0323,0.644,0.0,0.244,0.321,183.524,279960,1995-01-01,36
7IdfMBufDn3yf2JhS3a5w0,0.481,0.956,1,-4.557,0,0.0394,0.00465,8.48e-06,0.285,0.57,160.015,217707,2005-03-07,51
5hg1AkrHaddlxujq6KXvJg,0.606,0.773,1,-8.31,1,0.032,0.044,0.239,0.125,0.976,105.845,185187,2007-01-01,39
1MntHPLU1T7a9W4tojbg8g,0.695,0.106,10,-15.169,0,0.55,0.939,0.0,0.0674,0.523,86.998,107867,1971-01-11,58
4ZewxSPZxwMU91AIeTU5n4,0.538,0.631,2,-7.587,1,0.0249,0.355,0.00266,0.0708,0.616,102.956,275017,2001-10-02,39
6YLyDey6bWLrV9gIHFagBo,0.298,0.964,7,-6.005,1,0.192,0.00344,0.0,0.342,0.0477,153.36,170640,2003-06-24,24
36MAwMm94K15Zrc2DrSxGE,0.808,0.745,4,-11.242,0,0.101,0.00674,0.017,0.0684,0.655,96.744,298907,1990-01-01,13
2XQiGmcYQXOCYgUdXCe0Y3,0.446,0.159,11,-14.996,0,0.0429,0.823,0.15,0.598,0.28,131.213,628333,1969,28
4pupiOjh6MWxPUTIroVaJy,0.746,0.595,1,-15.984,1,0.0462,0.025,1.24e-05,0.0413,0.893,113.921,195867,1991-11-26,54
33yAEqzKXexYM3WlOYtTfQ,0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,242267,2007-06-11,65
71ptjbbVkrMPebtE3CgBZS,0.673,0.605,4,-5.677,1,0.0559,0.61,0.0,0.195,0.84,128.593,183560,1979,38
1bspbmZY07obw7FlUoch54,0.647,0.853,1,-9.692,1,0.0498,0.0198,0.00147,0.108,0.784,122.85,283640,1993-01-01,28
4yPiRxBllD3Kwv3Izmti9P,0.532,0.948,10,-4.479,0,0.515,0.144,0.0,0.245,0.437,82.152,322400,1999,39
3K2YKboOTnzSokPEAZKjbX,0.306,0.725,11,-5.199,0,0.0476,0.00162,1.04e-05,0.371,0.664,173.627,263200,2002-11-17,49
7tdJuL2ZgmKDwIIFDdNanK,0.366,0.851,8,-7.995,1,0.125,0.00299,0.115,0.609,0.484,135.711,257573,1991-09-17,49
6ZiVaOE4ikIsYbuhVHizz9,0.707,0.924,2,-11.844,1,0.0518,0.0417,0.000157,0.134,0.903,115.091,204973,1987-12-08,53
3wnYtbySQAuBwDCRpanR7M,0.559,0.319,4,-10.939,0,0.309,0.673,0.0,0.108,0.599,86.085,258507,2008-01-28,48
4gDBc1RxPAvinJrZzZ9nYX,0.758,0.844,1,-9.453,1,0.0482,0.197,3.98e-06,0.242,0.766,120.571,321667,1987-06-02,44
0uSrLvAGZPVkO2DgCj6DfC,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,231732,2014-02-20,45
7LygtNjQ65PSdzVjUnHXQb,0.472,0.946,2,-4.591,1,0.145,0.0372,0.0,0.352,0.486,177.489,201027,1990-10-14,66
2I4wcoJP7bT7PceIag67rn,0.576,0.814,6,-5.818,1,0.0363,0.216,1.35e-06,0.0969,0.766,98.024,224787,2003-01-01,46
0np3m3ZA3ujWO5IHUqWFLW,0.507,0.58,2,-5.621,1,0.04,0.469,0.0,0.0721,0.493,123.934,227147,2007-11-16,45
77oU2rjC5XbjQfNe3bD6so,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,1978-06-09,74
2Ps4FrDiR6JcJfSZbXAPBz,0.441,0.943,3,-4.996,1,0.138,0.000506,0.0397,0.122,0.142,177.971,253760,2002,52
24SM5UDYgjEzNUcVu2cURV,0.586,0.477,6,-8.136,1,0.0243,0.593,0.0,0.0935,0.308,82.991,199707,1998-01-01,52
7zE9E6iBKPCwCW6orDoY4X,0.765,0.573,0,-11.243,1,0.0324,0.138,1.92e-05,0.221,0.74,110.434,181133,1994,50
60TYdVs6TWIsAJ1MPRdv59,0.367,0.609,9,-11.221,0,0.0455,0.305,0.0256,0.196,0.445,149.394,210547,1972,59
6LqQq0P7w0yFfUPgJacjeP,0.388,0.265,8,-10.711,1,0.0366,0.818,0.0,0.16,0.233,167.55,252467,2007-01-09,42
4oJEy4qDPwDk5ac26yEMeL,0.607,0.497,11,-7.017,1,0.0374,0.38,0.0,0.0681,0.407,125.951,345133,1997-04-29,48
1L9fzw2pXprOqtemTwtxXF,0.602,0.536,4,-9.74,1,0.0288,0.183,1.9e-05,0.0802,0.506,124.558,228933,1973-10-05,65
2qWKpYIleSvBT6aUMXoia5,0.617,0.421,0,-14.231,1,0.0318,0.541,0.00227,0.125,0.39,131.653,224186,1971,59
7gTFFOFM1VF5e9uy98suHw,0.442,0.37,1,-7.983,0,0.032,0.524,0.0,0.0999,0.645,94.092,200667,1971,42
3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,1971-11-08,73
370ZI836oDbuTuP83Xc91W,0.334,0.949,3,-5.705,0,0.242,0.00332,2.96e-06,0.458,0.325,149.18,148773,2008-08-05,14
0yQ9vnsC7CyPMwAQ3BlWcJ,0.47,0.0966,3,-19.103,1,0.0483,0.948,7.24e-05,0.72,0.23,83.079,253330,1989,48
0mqBx2unSAs6w8qHWDHdC7,0.6,0.492,11,-6.972,0,0.0284,0.558,0.0,0.244,0.287,116.016,202080,2005-10-04,51
6m59VvDUi0UQsB2eZ9wVbH,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,1990-01-01,66
0VFfZVCFNe1I2IIChVBR5m,0.578,0.854,6,-6.558,0,0.0296,0.0265,0.00141,0.146,0.424,101.181,238293,1980,47
6QUs5z2uEbSGZJpPGMfgQA,0.372,0.872,0,-6.651,1,0.056,0.0185,0.0,0.368,0.65,173.525,289560,2002-08-19,54
4OLYwM83eMyfV8yyFZAOPe,0.3,0.592,7,-10.498,1,0.038,3.72e-05,0.716,0.178,0.0715,126.96,628000,1991-01-01,26
78GwAwQg73gt4w9ucbWbO0,0.706,0.613,0,-7.876,1,0.0567,0.41,1.01e-05,0.134,0.757,130.006,241227,1976-02-01,35
08EMGunAhP8KvUV3fhuqVV,0.62,0.897,1,-5.924,1,0.237,0.0016,0.000169,0.713,0.356,90.15,224640,2004-12-14,48
59xrC6NUUNt24Lft63CjiD,0.711,0.618,7,-10.742,1,0.0332,0.00677,0.00916,0.116,0.533,116.809,376533,1993-02-23,56
2GtFvePJY8T1anGuizjcIk,0.64,0.305,10,-9.717,0,0.032,0.922,0.462,0.123,0.16,105.558,352520,2012-02-27,40
5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,2009-01-01,75
1wtORk74vkeuDUfKN2Ticq,0.575,0.764,5,-11.378,1,0.0345,0.078,0.334,0.108,0.967,110.309,177213,1972,25
6MOEQCtAWNSCmvg3SFKF5y,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,293933,1966-09,61
0cfqYhY6B8PbGF9vaVNUeG,0.801,0.578,1,-13.264,1,0.181,0.0103,0.811,0.199,0.499,92.139,160867,1993-07-20,66
76GlO5H5RT6g7y0gev86Nk,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000,1987-05-25,67
4bAQzjDk9ONZ8gvm5YKEGE,0.404,0.948,6,-7.252,0,0.0604,1.92e-05,0.0405,0.0773,0.701,96.789,313045,1988-09-07,47
19Ym5Sg0YyOCa6ao21bdoG,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,1988-11-21,71
2uLx3Gka9TGCz9Zgu7Uwav,0.557,0.693,7,-11.044,1,0.0445,0.531,0.00141,0.196,0.747,127.531,345187,1972,65
1euKWJfJSfPhgSendPrcXb,0.581,0.821,0,-4.387,1,0.0318,0.507,0.0,0.108,0.968,136.145,116160,2000-11-13,58
5clz8BOBulxx7q2yHxqOCk,0.318,0.65,6,-13.928,1,0.0375,0.0802,0.132,0.0962,0.368,149.994,317206,1971-07-21,58
7D8LfO2ijOq9DnaVntnc3Q,0.546,0.563,7,-8.778,1,0.0282,0.28,0.0,0.102,0.374,58.993,229240,2002-01-15,44
0bJfgUyjfPJYqRgUxb12Eh,0.521,0.155,0,-12.147,1,0.0286,0.947,9.32e-06,0.103,0.16,75.003,261653,2007-01-01,49
5X1QC3aBZxtICZvNg5yrsf,0.603,0.657,7,-7.938,1,0.0265,0.00916,0.0167,0.0704,0.623,97.113,355067,1990-10-09,54
5JV45IebgbfO3EylYV49rl,0.919,0.828,6,-6.923,0,0.207,0.0882,4.43e-06,0.0658,0.826,106.852,245827,1988-11-01,43
5W5FVsgGCe3T9nIMkiXqNo,0.774,0.698,9,-7.5,1,0.0481,0.157,0.00027,0.0684,0.969,122.325,203867,1975-11-11,54
6bszrPfNNPOKyJStfJ4stu,0.471,0.526,3,-5.065,1,0.0299,0.277,0.0,0.13,0.169,143.64,238413,2012-03-20,60
4Qz2UOSuIpPg73vQ8XObif,0.38,0.442,11,-7.165,1,0.0295,0.179,7.68e-05,0.111,0.0638,177.942,347333,2006-01-01,48
