sp_song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date,popularity,lda_topic_0,lda_topic_1,lda_topic_2,lda_topic_3,lda_topic_4,lda_topic_5,lda_topic_6,lda_topic_7,lda_topic_8,lda_topic_9,lda_topic_10,lda_topic_11,lda_topic_12,lda_topic_13,lda_topic_14,lda_topic_15,lda_topic_16,lda_topic_17,lda_topic_18,lda_topic_19,Playlists
09qzRI951OVkXGCc33gzcT,0.6729999999999999,0.8420000000000001,3,-4.627,1,0.0365,0.06,0.000257,0.184,0.897,125.571,207772,9/8/2009,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33964356780052185,0.09757006913423537,0.016604283824563026,0.0,0.15230806171894073,0.0,0.0,0.0,0.04816446080803871,0.33962151408195496,"[51, 52, 53, 54, 56, 57, 58, 59, 126]"
5FPtuiOupQoAprcMk74ZwP,0.586,0.517,4,-12.88,1,0.0268,0.225,1.91e-06,0.272,0.637,77.189,223667,1994,54,0.0,0.0,0.0,0.2415771186351776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003427863121033,0.0,0.0,0.0,0.0,0.2431403398513794,"[56, 57]"
7yws3pF3FFguwT2Psi6c15,0.855,0.6679999999999999,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.8029999999999999,125.846,210307,1/1/2009,69,0.0,0.02472398430109024,0.0,0.17493312060832975,0.0,0.0,0.0,0.0,0.0,0.11319421231746675,0.0,0.045670535415411,0.011441165581345558,0.03720954805612564,0.4115864634513855,0.06505510210990906,0.0,0.0,0.113528273999691,0.0,"[5, 22, 28, 86, 166]"
48yJZwYYDZX5GKFND7wDfC,0.345,0.35,5,-12.701,0,0.0268,0.274,0.0686,0.14300000000000002,0.108,143.09,314640,11/1/1980,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26833224296569824,0.0,0.0,0.0,0.0,0.0,0.0,0.2431517243385315,0.0,0.0,0.4758265614509583,"[10, 42, 153]"
3zxklD2EGecZre9MjEEvIU,0.732,0.161,11,-12.817,1,0.0306,0.7390000000000001,0.000379,0.105,0.5,95.21,239400,1977,64,0.0,0.0,0.10259844362735747,0.21779201924800876,0.0,0.0,0.0,0.0,0.0,0.08896941691637039,0.0,0.3260093033313751,0.019773140549659732,0.0,0.0,0.0,0.0,0.0,0.20707766711711886,0.03422719612717628,"[1, 17, 30, 42, 68, 118, 150, 153]"
0cSJGFChou7M6u2ju9SWN1,0.586,0.795,11,-8.71,1,0.258,0.354,0.0,0.187,0.6940000000000001,94.101,314600,1988,48,0.0,0.7044008374214172,0.0,0.0,0.0,0.0,0.07065927982330322,0.0,0.0,0.0,0.0,0.0,0.0,0.07281967252492905,0.0,0.0,0.0,0.13983339071273804,0.0,0.0,"[72, 89]"
6LUGAFpbYVek4rRY0G9dV0,0.28600000000000003,0.895,9,-6.041,0,0.104,0.00209,0.141,0.0562,0.58,172.764,344933,1984,52,0.0,0.0,0.0,0.27377942204475403,0.0,0.0,0.3204456567764282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07621531933546066,0.030273398384451863,0.03355243057012558,0.21412070095539093,0.04665019363164902,"[67, 79]"
2bazs0jc6oxEEeFYQXXJxv,0.706,0.6609999999999999,0,-9.2,1,0.0297,0.5539999999999999,0.0,0.0937,0.968,139.453,139610,9/20/1978,43,0.0,0.1302323341369629,0.0,0.860088586807251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[58]
466JLm2qQmjOzfbee0PIg6,0.5379999999999999,0.7170000000000001,9,-6.819,1,0.196,0.103,3.63e-05,0.071,0.87,208.029,226360,11/17/2017,55,0.0,0.0,0.0,0.0,0.9712100625038148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123]
2I5CPUnMIKjEXeg61OI9uV,0.502,0.938,9,-3.114,1,0.13,0.00098,0.0,0.318,0.35,144.077,200347,3/6/2009,49,0.0,0.3658776879310608,0.0760943815112114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31878191232681274,0.23124320805072784,[38]
5BC50dLe7dZKVc3gPvJRx9,0.7090000000000001,0.902,1,-3.392,0,0.188,0.0364,0.0,0.0219,0.878,204.317,237267,1993,44,0.0,0.3427839279174805,0.0,0.0,0.0,0.0,0.13384810090065002,0.0,0.0,0.0,0.051239997148513794,0.05300353839993477,0.0,0.17782893776893616,0.0,0.09058449417352676,0.0,0.0,0.0,0.13445600867271426,[123]
0X6LpTaCRqlMUmjCynuo5a,0.451,0.648,1,-8.658999999999999,1,0.0355,0.481,0.0,0.201,0.857,146.792,269173,1/1/2006,54,0.0,0.07226727157831192,0.05161553248763085,0.4493034780025482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868249222636223,0.0,0.0,0.06941892206668854,0.1349324733018875,0.0,0.0,0.16938693821430206,0.0,[59]
362zcsyXMLbL7PNLhOovvm,0.679,0.7090000000000001,7,-5.851,0,0.133,0.6759999999999999,0.0,0.292,0.6729999999999999,84.54299999999998,282308,1/1/1985,57,0.0,0.0,0.0845312550663948,0.0,0.0,0.0,0.0,0.0,0.0,0.10218235850334167,0.012907844968140124,0.0,0.0,0.0,0.0,0.0,0.0,0.28384560346603394,0.0,0.5121456980705261,"[39, 123, 164, 165, 167]"
4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,6,-9.37,0,0.0594,0.00312,0.0,0.0402,0.684,96.988,208867,1979,51,0.0,0.19589172303676605,0.0,0.0,0.0,0.0,0.0,0.0,0.014643176458775997,0.0,0.0,0.0,0.0,0.28277868032455444,0.1313343644142151,0.3131795823574066,0.05647765472531319,0.0,0.0,0.0,[131]
1WxU2gzm360coppgmRQ6ua,0.248,0.979,2,-3.787,1,0.229,0.000149,2.39e-05,0.366,0.343,168.188,196147,1/1/2010,39,0.0,0.0,0.0,0.33500295877456665,0.0,0.0,0.2484600692987442,0.0,0.0,0.0,0.0,0.0,0.017490224912762642,0.17968346178531647,0.0,0.12536825239658356,0.0,0.0,0.08738849312067032,0.0,[81]
6AeOM7N0rK3tYOINY2k5qy,0.5670000000000001,0.458,7,-12.049,1,0.0257,0.85,0.000627,0.35100000000000003,0.665,98.317,249640,3/12/1996,45,0.0,0.0,0.389472097158432,0.0,0.0,0.0,0.0,0.0,0.0,0.08677484095096588,0.0,0.0,0.15748296678066254,0.0,0.0,0.0,0.0,0.0,0.056864224374294274,0.2969287931919098,"[12, 43, 123, 159, 165]"
1wLhwzPAtze5JT8qqXlqaO,0.935,0.7809999999999999,6,-5.795,0,0.197,0.0158,0.0,0.16399999999999998,0.918,123.894,226160,3/20/2001,53,0.028226587921381,0.711432158946991,0.0,0.0,0.0,0.0,0.0,0.036848578602075584,0.0,0.0,0.0,0.0,0.0,0.0,0.02537933737039566,0.0,0.0,0.0,0.1949482858181,0.0,"[71, 74, 86]"
6fU89TGvcpEzJ2rGKvk9Wx,0.462,0.983,3,-4.784,0,0.199,0.175,0.000207,0.5670000000000001,0.406,133.17,155640,11/25/1983,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711212992668152,0.0,0.0,0.0,0.1801747977733612,0.0,0.0,0.0,0.0,0.31518006324768066,0.31897667050361633,"[20, 132]"
5IfoUEa1HEHCYoxaKeTZcT,0.35700000000000004,0.94,3,-5.263,0,0.125,0.00016299999999999998,0.0139,0.128,0.205,107.953,242133,5/6/2002,26,0.0,0.38332656025886536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09246475249528883,0.0,0.2295262813568115,0.0,0.0,0.0,0.2861702442169189,[79]
5ljGmNLjvQZm2hw8cDJXNJ,0.581,0.5479999999999999,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,1/1/1978,55,0.0,0.0,0.345981627702713,0.0,0.0,0.0,0.0,0.0,0.0,0.19653351604938507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07679710537195206,0.0,0.3640739321708679,"[17, 68, 159]"
4eUwprTmYFNR9SkbRiWV7x,0.218,0.627,2,-7.699,1,0.0339,0.738,0.035,0.0942,0.173,143.371,415787,7/1/1973,32,0.0,0.4376868903636933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08088213950395584,0.0,0.08732723444700241,0.0,0.2833750545978546,0.0,0.0592903196811676,0.0,0.010923860594630241,0.0,0.0359032116830349,[130]
7ouzafITrJhhuoFR99MPYL,0.158,0.994,6,-4.632,0,0.253,2.12e-05,0.429,0.289,0.173,196.639,167867,1986,39,0.0,0.0,0.05667567253112792,0.0,0.0,0.0,0.7410758733749391,0.0,0.0,0.0,0.0,0.0,0.0,0.18783895671367645,0.0,0.0,0.0,0.0,0.0,0.0,"[82, 83]"
3KIUKvwteP1HFA5UcvvL11,0.6990000000000001,0.477,2,-9.339,1,0.031,0.29100000000000004,0.0,0.16399999999999998,0.83,118.382,185427,1989,54,0.0,0.0,0.04506388306617737,0.6172834038734436,0.0,0.0,0.0,0.0,0.0,0.07242296636104584,0.0,0.0,0.03136007487773895,0.0,0.0,0.22023046016693115,0.0,0.0,0.0,0.0,"[54, 56, 57, 59]"
0HYCfsLMVE61LZIVI3d1UA,0.6679999999999999,0.898,0,-6.14,1,0.0459,0.0059,0.0051600000000000005,0.0712,0.7559999999999999,109.808,452187,7/6/1980,47,0.023316936567425728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4888246655464173,0.0,0.0,0.0,0.11214597523212433,0.15251168608665466,0.0,0.0,0.023994453251361847,0.0,0.19593468308448792,"[123, 159]"
4wLznMeMZkruAYugFgT7ig,0.295,0.91,11,-5.7360000000000015,0,0.141,0.00403,0.166,0.337,0.764,170.827,215333,1999,23,0.0,0.0,0.0,0.0,0.0,0.0,0.9512518644332886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037903491407632835,0.0,0.0,0.0,0.0,[83]
4AgmNBqRvAFU8nfP2u1SWQ,0.626,0.5429999999999999,9,-11.399,0,0.0321,0.0593,0.0,0.055,0.333,94.248,298053,6/3/1994,39,0.0,0.0,0.0,0.0893491730093956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04599700123071671,0.0,0.0,0.0,0.05128379166126251,0.019630108028650284,0.0,0.43621498346328735,0.3519689738750458,[76]
2bNOq6aol7JZ0JJtLlg3TK,0.626,0.741,4,-7.817,1,0.0298,0.0378,0.00239,0.282,0.911,126.513,255160,6/6/1978,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030795166268944737,0.0,0.0,0.0,0.19030587375164032,0.0,0.1902957260608673,0.0,0.055627919733524316,0.0,0.19427365064620966,0.0,0.3285488188266754,"[42, 107]"
7e33IaVp4FKTTwOEKqsqEI,0.424,0.98,4,-4.33,0,0.154,0.0008550000000000001,5.72e-06,0.129,0.29600000000000004,101.502,275253,5/29/2000,44,0.07240669429302216,0.0,0.036755979061126716,0.0,0.0,0.0,0.2869270145893097,0.0,0.0,0.0880541056394577,0.0,0.0,0.0,0.0,0.0,0.0,0.042884811758995056,0.0,0.4639946520328522,0.0,[79]
2IGI02KObpbwwEZq6iEAVK,0.233,0.912,5,-4.501,0,0.0752,1.6100000000000002e-05,0.418,0.401,0.28600000000000003,164.521,199107,2005,23,0.0,0.0,0.0,0.0,0.0,0.0,0.05448674038052559,0.0,0.0,0.0,0.0,0.0,0.0,0.6586653590202332,0.0,0.0,0.0,0.2752004265785217,0.0,0.0,[37]
55NBt1WuvShjsGE1grbi2v,0.465,0.821,4,-11.115,1,0.0487,0.0133,0.00855,0.447,0.6970000000000001,149.82399999999996,209907,1/1/1988,46,0.018380485475063324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04292510077357292,0.0,0.0,0.0,0.0,0.514032781124115,0.0,0.0,0.0,0.0,0.4188210666179657,[46]
1uhmgDj1M0fXUcAquZoPXq,0.421,0.917,11,-12.542,0,0.058,0.000333,9.06e-05,0.227,0.274,116.076,244160,1984,31,0.0,0.0,0.05680783465504646,0.057740058749914176,0.0,0.0,0.16835255920886993,0.0,0.0,0.0,0.0,0.0,0.0,0.1567818820476532,0.0,0.19831670820713046,0.053308747708797455,0.0,0.2986888587474823,0.0,[83]
2MASSWjF0hSSj6nj9OftoR,0.608,0.65,3,-11.816,1,0.0469,0.517,0.0006889999999999999,0.115,0.198,158.70600000000005,271133,8/29/2005,47,0.01795182749629021,0.2946669161319733,0.0,0.3113124370574951,0.0,0.0,0.028433594852685932,0.0,0.0,0.0,0.0,0.0,0.0,0.09535400569438934,0.0,0.0,0.0,0.0,0.2404099255800247,0.0,[151]
52bzQkgk8TznulGvKOPQTK,0.594,0.77,7,-8.267000000000001,0,0.032,0.276,0.0176,0.0575,0.8270000000000001,107.484,277227,1/1/1975,59,0.13999994099140167,0.0,0.1423403024673462,0.0,0.0,0.0,0.13002249598503113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134100914001465,0.0,0.0,0.06570357829332353,"[67, 109]"
60IEzuxFzbIl7st0JfbFRD,0.5760000000000001,0.8059999999999999,2,-3.876,1,0.0748,0.0225,0.0,0.0662,0.757,159.96200000000005,209920,2006,34,0.15476064383983612,0.13322150707244873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031957335770130164,0.0,0.0,0.09068924188613893,0.16818560659885404,0.0,0.0,0.28322675824165344,0.13381804525852206,[134]
0r8iDf65NHgFgZOGLwj5r8,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,1/1/2003,67,0.0,0.2797557711601257,0.0,0.10219083726406096,0.0,0.0,0.0,0.0,0.0,0.4864651560783386,0.0,0.0,0.0,0.0,0.0876607745885849,0.0,0.03932493180036545,0.0,0.0,0.0,"[51, 52, 53, 57, 59, 126]"
6unNRR0gAkaKaXSCyCVfHg,0.5539999999999999,0.918,6,-4.36,1,0.0427,8.669999999999999e-05,0.0853,0.385,0.8079999999999999,133.075,205613,6/12/2009,29,0.0,0.0,0.018676074221730232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15113501250743866,0.12579602003097534,0.3136531412601471,0.0,0.0,0.3850134015083313,0.0,[38]
1q1oeOO8LQJH0qWI549cqN,0.319,0.321,9,-11.911,1,0.0289,0.304,0.0,0.14400000000000002,0.252,106.762,152493,1/1/1971,30,0.0,0.0,0.0,0.0,0.0,0.0,0.062166884541511536,0.0,0.0,0.0,0.0,0.13936585187911987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7766706943511963,[42]
0mP897I93DZwdgtjkSriwj,0.669,0.613,4,-11.12,0,0.036000000000000004,0.487,0.18,0.132,0.565,110.67,220720,2/19/2008,59,0.0,0.0,0.0,0.5043818950653076,0.0,0.0,0.30902448296546936,0.0,0.0,0.0,0.0,0.0,0.03201057016849518,0.0,0.12494289875030518,0.0,0.0,0.0,0.0,0.0,[151]
