sp_song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date,popularity,lda_topic_0,lda_topic_1,lda_topic_2,lda_topic_3,lda_topic_4,lda_topic_5,lda_topic_6,lda_topic_7,lda_topic_8,lda_topic_9,lda_topic_10,lda_topic_11,lda_topic_12,lda_topic_13,lda_topic_14,lda_topic_15,lda_topic_16,lda_topic_17,lda_topic_18,lda_topic_19,Playlists
7e8utCy2JlSB8dRHKi49xM,0.6459999999999999,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.14400000000000002,0.821,112.115,173493,4/24/2007,68,0.017781494185328484,0.0,0.011551231145858765,0.6476726531982422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15294541418552401,0.0,0.03493550419807434,0.05384476110339165,0.0,0.07470144331455231,[9]
0jNjI4KJleZP7EuzpzOvTo,0.7070000000000001,0.8859999999999999,0,-6.693,1,0.0821,0.123,0.0,0.235,0.68,98.065,195067,1/1/1999,47,0.0,0.0,0.0,0.0,0.920116126537323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06559596210718155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[97]
3bAlUvYPcQNykdgKgtV2xS,0.377,0.238,1,-14.792,1,0.05,0.6609999999999999,0.0007440000000000001,0.596,0.45,109.717,172880,1964,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12833353877067566,0.0,0.17387425899505615,0.20000909268856049,0.0,0.0944039672613144,0.0,0.0,0.3928095102310181,[147]
51J3qZhkR2CNHjP6a5X9Ao,0.6629999999999999,0.848,9,-9.652,1,0.0439,0.0681,0.0,0.114,0.743,123.926,145573,6/1/1973,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5422698855400085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441645622253418,[156]
1Zk0vJ5UftMcHkEq5KWyxs,0.213,0.963,6,-10.959,0,0.115,0.00217,0.909,0.342,0.131,100.679,303333,1986,19,0.0,0.0,0.0,0.0,0.0,0.0,0.09428102523088457,0.011131102219223976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911655306816101,0.5926094055175781,0.0,0.0,[83]
1QvWxgZvTU0w8rlPRE5Zrv,0.7140000000000001,0.726,11,-9.218,1,0.0408,0.0316,0.0,0.066,0.92,124.71,284840,8/3/1973,60,0.0,0.11800586432218553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37033766508102417,0.0,0.0,0.0,0.0,0.0,0.3108833432197571,0.0,0.0,0.1913597732782364,0.0,"[42, 69, 115, 121, 159]"
7AgMX97ljLm9BzszyyXEYZ,0.8220000000000001,0.479,11,-15.962,1,0.271,0.7190000000000001,4.42e-05,0.124,0.72,92.461,250240,9/24/1991,59,0.05290166661143303,0.39711564779281616,0.03610948845744133,0.0,0.0,0.0,0.012235468253493307,0.0,0.0,0.0,0.0,0.05265764147043228,0.0,0.0,0.0,0.1475336104631424,0.07079138606786728,0.2236858457326889,0.0,0.0,"[90, 93, 145, 148]"
72smi6VGrdsrdUD4W2MpUw,0.8079999999999999,0.7609999999999999,10,-6.108,0,0.0466,0.511,1.06e-05,0.375,0.8109999999999999,93.217,319867,2/10/2009,40,0.0,0.0,0.0,0.0,0.936269462108612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049212239682674415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[99]
6AxqU1NcIvnBC3W62TSk3n,0.892,0.5479999999999999,5,-6.563,1,0.0389,0.0376,0.349,0.0636,0.926,120.56,281813,10/6/2008,55,0.0,0.3024660646915436,0.1537497490644455,0.0,0.0,0.0,0.0,0.0,0.0,0.15506254136562347,0.0,0.05401566997170448,0.0,0.0,0.3168424367904663,0.0,0.0,0.0,0.0,0.0,[35]
6khoye7kysa6cLGY0AO9dO,0.266,0.287,6,-10.34,1,0.0333,0.857,0.00898,0.105,0.15,99.148,243533,11/9/1998,54,0.0,0.0,0.0,0.18746207654476169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730003297328949,0.05493633821606636,0.0,0.0,0.0,0.05515548214316368,0.4171482622623444,[132]
1kz3vwmLiBlW3A73exQSNx,0.6759999999999999,0.245,0,-14.27,1,0.0299,0.677,0.0,0.319,0.532,86.338,173893,1966,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023784078657627102,0.0,0.0,0.0,0.0,0.0,0.27657976746559143,0.0,0.0,0.0,0.681719958782196,[118]
2tzeWgbDZXkVDOU0f4OqOn,0.875,0.693,4,-11.9,0,0.191,0.257,0.0011,0.0913,0.677,116.508,250133,1982,31,0.08566031605005264,0.7011556029319763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060836866497993476,0.0,0.030169671401381493,0.0,0.11198661476373672,0.0,0.0,0.0,0.0,[159]
1V41jy0JfyJRVo7PtQL7PC,0.649,0.561,5,-5.751,0,0.0937,0.349,0.0,0.0852,0.695,124.126,293587,1/1/2003,40,0.0,0.1128700226545334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979827344417572,0.0,0.0,0.0,0.12154336273670195,0.0,0.0,0.0,0.0,0.06172613054513931,0.6020498871803284,[164]
5x5FUXjs53WbPuTwT6WD8d,0.525,0.931,9,-5.593,1,0.0583,0.00831,0.0,0.106,0.75,89.9,194067,1/1/1999,44,0.0,0.0705055519938469,0.2567087411880493,0.0,0.0,0.0,0.0,0.0909341424703598,0.0,0.1304909586906433,0.0,0.0,0.0,0.0,0.4111133217811585,0.01608503982424736,0.020268835127353668,0.0,0.0,0.0,[42]
6Szw3sQC5Zssr15AJsUY9J,0.622,0.425,10,-16.256,1,0.052000000000000005,0.292,5.73e-05,0.0498,0.417,96.168,1008533,9/1/1975,46,0.0,0.0,0.11692453920841216,0.0,0.0,0.0,0.0,0.0,0.0,0.27215221524238586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001625061035156,[115]
3OitWDgR4SzAUOm3TBmvhw,0.632,0.7559999999999999,4,-6.567,1,0.0417,0.159,0.0,0.273,0.713,138.96,230933,5/16/2000,56,0.0,0.0,0.06959657371044159,0.0,0.0,0.0,0.0,0.0,0.0,0.1981258988380432,0.0,0.0,0.030579140409827232,0.041716337203979485,0.04491092637181282,0.11352389305830002,0.0,0.0,0.0,0.4946313500404358,"[18, 138, 141]"
0sp00HSXkQyqTa6QqM0O8V,0.509,0.629,0,-6.434,1,0.0335,0.209,1.99e-06,0.369,0.237,80.012,209307,5/14/2007,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4338496923446655,0.0,0.062348820269107826,0.0,0.0,0.3725075423717499,0.122959665954113,"[40, 62, 81]"
4TERfEN0vTc4oMYwdNIr2A,0.304,0.957,2,-5.0280000000000005,0,0.108,0.000321,0.00499,0.386,0.14300000000000002,95.029,222147,1/1/2004,38,0.0,0.0,0.0,0.3776813745498657,0.0,0.0,0.08364156633615494,0.018816392868757248,0.0,0.0,0.0,0.09393691271543504,0.0,0.13861645758152008,0.0,0.2740972638130188,0.0,0.0,0.0,0.0,[81]
4ZEEcEMGjkWOfZNBcIB9yE,0.59,0.6709999999999999,1,-12.484000000000002,1,0.154,0.0939,0.0,0.248,0.736,109.333,200267,1/1/1970,64,0.0,0.1613313853740692,0.0,0.0,0.0,0.0,0.0,0.010215824469923971,0.0,0.35140836238861084,0.0,0.0,0.0,0.1873900443315506,0.0,0.017769815400242802,0.062488812953233726,0.11430082470178606,0.04897616431117058,0.04224379360675812,"[8, 65, 115, 123, 132]"
2FZ0yrA5aPClG5ZPBlV7n4,0.362,0.6,2,-12.285,1,0.0463,0.00183,0.0426,0.0814,0.6579999999999999,148.46200000000005,304787,7/21/1971,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05853087455034256,0.0,0.22549283504486084,0.0,0.15296749770641327,0.0,0.33971190452575684,0.0,0.0,0.0,0.2045053094625473,"[42, 49, 67, 79, 84, 109]"
49uL1orzSbiAaLwHgoUYnr,0.7070000000000001,0.565,1,-9.378,0,0.0294,0.232,0.0,0.0899,0.805,127.619,183907,8/18/1995,29,0.0,0.0,0.06065302714705467,0.0,0.0,0.0,0.1744447946548462,0.0,0.0,0.1376485973596573,0.0,0.07309379428625107,0.027053872123360637,0.0,0.2972656786441803,0.0,0.0,0.0,0.13432124257087708,0.0907532274723053,[58]
1G60o2g78glgxC0No8SsvQ,0.6659999999999999,0.29600000000000004,3,-15.412,1,0.0247,0.691,3.73e-06,0.0552,0.392,80.006,223733,5/30/1988,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0167058315128088,0.0,0.0,0.0,0.0,0.0,0.0,0.23477308452129364,0.0,0.1439983993768692,0.0,0.0,0.12417656928300858,0.470476508140564,[50]
1yc53HK08sDab7PDFgnLWk,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,8/31/2004,66,0.0378669910132885,0.1449306458234787,0.0,0.1948474496603012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03909783810377121,0.0,0.0,0.07219549268484116,0.22578470408916476,0.08553895354270935,0.10513585805892944,0.0,0.0894603356719017,"[77, 79, 82]"
07Rzb7ehY4pyOXIu5L7Rgs,0.163,0.8370000000000001,5,-9.948,0,0.0681,0.000248,0.000328,0.0838,0.29600000000000004,172.257,303933,1/1/1985,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7849918603897095,0.0,0.19663730263710025,0.0,"[44, 80]"
0I1DJdLt9BKOb7GWmWxCjo,0.6509999999999999,0.339,2,-11.917,1,0.0246,0.3720000000000001,0.0141,0.0739,0.32,103.996,222120,3/9/1993,70,0.0,0.0,0.0,0.3429301679134369,0.0,0.0,0.2386258691549301,0.0,0.0,0.0,0.0,0.15920525789260864,0.0,0.0,0.046819150447845466,0.0,0.150032177567482,0.0,0.0,0.05452053993940354,"[132, 133]"
47QsP5uPZp3he5UrVsK8bs,0.583,0.239,2,-13.85,1,0.0293,0.792,0.0,0.199,0.512,81.528,195600,1971,51,0.07679541409015657,0.0,0.0,0.3782608807086945,0.0,0.0,0.08479196578264236,0.0,0.0,0.01892233826220036,0.0,0.07755237817764282,0.0,0.0,0.20293545722961426,0.0,0.08320701867341995,0.0226255115121603,0.05028469860553742,0.0,"[55, 127]"
1cfPb42QUsLt2nRGlTOWdP,0.7609999999999999,0.511,7,-14.845,1,0.0531,0.0928,1.48e-06,0.0755,0.969,97.544,240600,1978,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07817547768354416,0.0,0.0,0.0,0.2696424722671509,0.0,0.26627737283706665,0.0937308818101883,0.0,0.0,0.2837451994419098,[32]
44s75M70lhq25s3CiW0pxq,0.638,0.738,9,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600,8/6/2013,49,0.0,0.0,0.06208151206374168,0.0,0.0,0.0,0.0,0.0,0.0,0.2577458620071411,0.0,0.0,0.015811124816536903,0.0,0.0818665400147438,0.0,0.0,0.0,0.2886697053909302,0.2867534458637237,[111]
3rCMkB2nbMzHXaXMX7KHAQ,0.311,0.7290000000000001,4,-7.0470000000000015,1,0.0346,0.000116,0.222,0.225,0.119,141.326,405800,12/4/1992,18,0.0,0.0,0.0,0.0,0.0,0.0,0.6077921390533447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03648456186056137,0.08678486943244934,0.2467111349105835,0.0,0.0,[83]
2TXZTIEk67pURmzvQVu84I,0.402,0.812,2,-4.95,1,0.0467,0.338,0.0,0.114,0.261,87.70100000000002,260853,7/3/2007,44,0.0,0.0,0.0,0.0,0.0,0.0,0.1255030781030655,0.0,0.0,0.0,0.0,0.12575247883796692,0.0,0.19755376875400546,0.0,0.0,0.0,0.0,0.2558811902999878,0.2894942462444305,[144]
4uGucgzv0ydi35DgAlsTQ4,0.731,0.813,6,-7.366,0,0.065,0.00439,3.5000000000000004e-06,0.26,0.4970000000000001,130.028,208920,3/30/2009,43,0.442904144525528,0.27618613839149475,0.045163128525018685,0.0,0.0,0.0,0.0,0.0,0.0,0.04916037619113922,0.0,0.0623873770236969,0.0,0.10760917514562607,0.0,0.0,0.0,0.013725257478654385,0.0,0.0,"[19, 87]"
5QsY6lQo9WsFH8hvMWdbgh,0.384,0.942,1,-5.66,1,0.0894,0.00151,0.00705,0.328,0.821,164.542,110080,2003,28,0.08032434433698654,0.12083681672811508,0.08491441607475281,0.0,0.0,0.0,0.0,0.011956095695495605,0.0,0.4204075038433075,0.0,0.0,0.0,0.0,0.0,0.0,0.04655467718839645,0.06356071680784225,0.0,0.16512706875801084,[81]
1nwbs28yvHMwh89fEKaDTl,0.703,0.4320000000000001,11,-14.212,1,0.0335,0.418,0.00187,0.116,0.8490000000000001,132.234,275240,1977,46,0.030071342363953587,0.0,0.0,0.1081090047955513,0.0,0.0,0.0,0.020450742915272716,0.0,0.0,0.0,0.13618601858615875,0.02148803137242794,0.0,0.1431453824043274,0.3308630883693695,0.05314279720187187,0.0,0.1459616869688034,0.0,[144]
6Rm7xbB9i6h144squqLeBy,0.537,0.374,4,-10.16,1,0.0339,0.409,0.0,0.0935,0.3720000000000001,179.71900000000005,315240,1/1/1996,32,0.0,0.0,0.03487836569547653,0.0,0.0,0.0,0.0,0.0,0.0,0.7696103453636169,0.0,0.02448379993438721,0.0,0.04008210450410843,0.0,0.0,0.0,0.0,0.0,0.12569934129714966,[164]
6rhVKeUhQTGLIRmQOfc9Wo,0.669,0.815,9,-8.998,0,0.0838,0.0329,0.00105,0.0498,0.784,117.809,628547,9/23/2003,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2066282480955124,0.0,0.0,0.0,0.3385997414588928,0.0,0.29028165340423584,0.101115845143795,0.0,0.0,0.05781782791018486,"[61, 132, 159]"
0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.0008900000000000002,0.117,0.141,138.852,274800,1/1/1999,65,0.0,0.0,0.016881763935089108,0.0,0.0,0.0,0.11216267198324203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10289935022592543,0.0,0.0,0.7058297395706177,0.05528031662106514,"[19, 39, 40, 109, 142]"
1wdRUG6k5CmmMhcaD2fy4k,0.691,0.428,3,-9.722,0,0.0356,0.21,0.0,0.264,0.101,119.86,334773,1991,32,0.0,0.0,0.0,0.11104930192232132,0.0,0.0,0.4629670381546021,0.0,0.0,0.0,0.0,0.12246547639369965,0.0,0.0,0.0,0.0995318442583084,0.0,0.05421585589647293,0.13704140484333038,0.0,"[116, 163]"
4wCD0qOFNRu1Q6O3N6ycm4,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520,11/11/2008,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12257319688796996,0.0,0.0,0.030558906495571136,0.0,0.0,0.2913961112499237,0.0,0.0,0.34041914343833923,0.21021294593811035,"[19, 38]"
21zXru0J6n2em6MC61dVYE,0.418,0.969,1,-2.804,1,0.34700000000000003,0.000199,3.510000000000001e-05,0.0811,0.251,211.96,197267,4/17/2007,43,0.06834640353918076,0.0,0.17116640508174896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04431632533669472,0.0,0.0,0.0,0.7064133882522583,0.0,0.0,0.0,0.0,[38]
4lDHpM8kYUjVScfD8nfQ7A,0.449,0.645,9,-15.2,1,0.0385,0.263,2.8999999999999998e-06,0.901,0.777,109.581,212667,1980,60,0.16383928060531616,0.04259352758526802,0.2133285701274872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03939104452729225,0.0,0.0,0.44997769594192505,0.0,0.0,0.0,0.0,0.08357583731412888,"[51, 52, 53, 126]"
1lKI9y1DL6QnYTZguVmACX,0.631,0.6829999999999999,7,-8.788,1,0.0344,0.29100000000000004,0.0,0.0994,0.708,97.959,161040,8/30/1994,72,0.0,0.0,0.0,0.0,0.9296805262565612,0.0,0.0,0.0,0.0,0.0,0.04304249584674835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[97]
5auMzVHFr5Zfw6IbKarZ56,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.83700000000005,279827,2005,66,0.019801618531346318,0.17431627213954926,0.0,0.17206153273582458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07292141765356064,0.011468639597296715,0.0,0.051918290555477135,0.08481939882040024,0.0,0.0,0.4079279601573944,0.0,[142]
6U5Pt8THImrsNumV3uwjoP,0.8370000000000001,0.778,1,-9.507,1,0.055,0.0165,0.38,0.149,0.866,118.963,316613,11/27/1978,20,0.2767883539199829,0.0,0.2159589529037476,0.0,0.0,0.0,0.0,0.0,0.0,0.05059080570936203,0.0,0.1338803619146347,0.0,0.0,0.0,0.2599184215068817,0.0,0.0,0.0,0.059078052639961236,[121]
5LeDMHIZ5YDZ2b1VOcYVcG,0.66,0.897,5,-5.558,1,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,219133,1/1/1982,54,0.2912696599960327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069147348403931,0.0,0.0,0.0,0.129290372133255,0.0,0.0,0.0,0.06311064958572388,[140]
1aVfHDlRH6NqT7AbRnSJCV,0.354,0.868,6,-11.853,1,0.0532,0.000154,0.00213,0.335,0.637,153.842,223947,11/1/1987,18,0.0,0.0,0.12660226225852966,0.0,0.0,0.0,0.4107488393783569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21016117930412287,0.0,0.0,0.2391531765460968,0.0,[67]
4qKPkm5I0jDfX5sADTyVz3,0.458,0.6409999999999999,10,-7.235,0,0.104,0.5529999999999999,0.0,0.117,0.53,117.953,225827,12/11/2008,34,0.0,0.0,0.052564039826393134,0.0,0.0,0.0,0.0,0.0,0.0,0.5446752905845642,0.0,0.0,0.0,0.0,0.02551640383899212,0.1222258359193802,0.0,0.0,0.0,0.2401036024093628,[36]
7HlULtRMJSTzorUMebka0f,0.632,0.8190000000000001,0,-9.01,1,0.0362,0.109,0.0105,0.233,0.645,150.377,233733,10/19/1992,65,0.0,0.0,0.0,0.0,0.9712096452713012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[45, 97, 102]"
1bWFvGIN7b5cTps09X6tZ8,0.8740000000000001,0.6779999999999999,11,-5.718,0,0.386,0.524,6.720000000000001e-05,0.0842,0.7509999999999999,77.502,202560,7/13/2004,42,0.0654585137963295,0.5652524828910828,0.0,0.06740798056125641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11897586286067965,0.17750827968120575,0.0,0.0,0.0,0.0,[71]
3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,1981,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19100020825862885,0.0,0.0,0.045427937060594566,0.0,0.3178982734680176,0.1951485276222229,0.0,0.0,0.12602481245994568,0.1180708035826683,"[5, 23, 27, 30, 60, 63, 69, 104, 113, 129, 132, 140]"
4qmw6qU6qZDUO3Gh6KC6fT,0.257,0.917,6,-10.764,0,0.0782,4.14e-05,0.0016699999999999998,0.0422,0.112,148.14,282880,9/1/1987,29,0.04156261682510376,0.0,0.0,0.0,0.0,0.0,0.27694422006607056,0.0,0.0,0.0,0.0,0.0,0.0,0.06117271259427071,0.0,0.0,0.06556862592697144,0.1294747143983841,0.4168409109115601,0.0,[84]
7mUFcQWYwoRxRa5ZfI2mHG,0.58,0.49,9,-6.272,1,0.0245,0.546,0.0,0.0827,0.165,75.929,221293,2007,66,0.0,0.0,0.0,0.0,0.9841660261154176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137]
6IXANTg9CWP73yEXqTHkBx,0.875,0.508,7,-12.308,1,0.0832,0.0209,0.0026100000000000003,0.227,0.82,104.361,386040,1/1/1994,41,0.039627734571695335,0.6448127031326294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2104545384645462,0.0,0.0,0.0,0.0,0.09568897634744644,[89]
4bxjjysA7lmrBb01oVQLYv,0.677,0.6559999999999999,2,-12.715,0,0.0259,0.44,0.00112,0.269,0.693,100.571,437733,1/1/1993,47,0.02750493213534355,0.0,0.0,0.6006613969802856,0.0,0.0,0.0,0.052255000919103615,0.0,0.07029829919338226,0.0,0.0,0.0,0.07575979083776474,0.0327710323035717,0.018959201872348785,0.06056274846196175,0.05035433918237686,0.0,0.0,"[113, 132]"
6wGMLoEqD2k3RBXFHD0yUp,0.588,0.598,9,-13.288,1,0.0296,0.0386,5.83e-05,0.107,0.866,123.724,264893,1976,54,0.034155137836933136,0.0,0.0,0.357205867767334,0.0,0.0,0.0,0.0,0.0,0.0865553766489029,0.0,0.040577303618192666,0.0,0.0,0.0,0.0,0.229112520813942,0.0,0.0,0.2422452718019485,"[113, 132]"
28dAkHMn5LZI85O1UxIu6C,0.392,0.464,4,-8.647,1,0.039,0.753,0.0,0.28600000000000003,0.239,149.90200000000004,238773,5/29/2003,54,0.0,0.0,0.051861558109521866,0.07394777238368988,0.0,0.0,0.0,0.0,0.0,0.014890613965690138,0.0,0.03654549643397331,0.031396634876728065,0.3675402700901032,0.0,0.12950220704078674,0.0,0.0,0.0,0.2901771664619446,"[10, 12, 16, 153]"
17zN523CEjJWBGXrUb3xex,0.132,0.435,2,-9.381,0,0.0291,0.0249,0.00598,0.111,0.0679,201.493,305600,9/28/1987,53,0.0,0.0,0.05092421919107437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12573592364788055,0.04027806594967842,0.15092210471630094,0.0,0.12155549228191374,0.0,0.0,0.5035832524299622,0.0,[76]
5jQcJ2st6yHWhUBjoDoZPH,0.799,0.7829999999999999,11,-7.7029999999999985,0,0.0847,0.0519,0.0213,0.127,0.918,97.207,247587,10/10/1978,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06725099682807922,0.2848283648490906,0.05200538784265518,0.0,0.0,0.0,0.5887065529823303,"[35, 42, 43, 117, 144, 146, 159]"
0wNUTleNAhiAFPghCxLt27,0.581,0.588,2,-7.4689999999999985,1,0.0555,0.0928,0.0141,0.0852,0.815,171.645,300837,6/24/1975,42,0.0,0.0,0.04117915406823158,0.06707882881164551,0.0,0.0,0.0,0.0,0.0,0.056202467530965805,0.0,0.0,0.0,0.0,0.165506973862648,0.3242993950843811,0.0,0.0,0.15075522661209104,0.18685004115104675,"[159, 167]"
47zdLUfgq1EeZGyhSqsBFv,0.531,0.91,2,-3.1010000000000004,1,0.051,0.0016699999999999998,0.0,0.29,0.5920000000000001,150.032,190840,1/1/2008,33,0.0,0.21979767084121704,0.13820219039916992,0.0,0.0,0.0,0.0,0.0,0.0,0.04511825367808342,0.0,0.0,0.0,0.0,0.0,0.1912497729063034,0.0,0.0,0.25902310013771057,0.14077278971672058,[38]
6M2B5GBFjzlcCpu53lTadi,0.708,0.922,2,-3.899,1,0.0424,0.0538,2.68e-05,0.293,0.7020000000000001,117.005,188173,1/1/2010,40,0.0,0.6652371883392334,0.0,0.0,0.0,0.0,0.0,0.0,0.01320388913154602,0.03695172443985939,0.0,0.1566515415906906,0.0,0.0,0.05960264056921005,0.06275056302547455,0.0,0.0,0.0,0.0,[54]
3G19lVvFje61D7q1uG3QjD,0.41,0.763,4,-7.904,1,0.338,0.274,1.36e-05,0.0553,0.649,172.295,284333,4/13/1983,56,0.013029835186898708,0.2751765847206116,0.09081339836120604,0.031612318009138114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050219450145959854,0.011626333929598331,0.15322907269001007,0.033597413450479514,0.07589837908744812,0.0,0.0,0.07711149007081985,0.1844923347234726,[131]
0vZ97gHhemKm6c64hTfJNA,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.8059999999999999,99.307,208840,11/27/1967,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9879743456840516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[42, 106]"
4Og5wfzHWBF46vKYwD7h9B,0.349,0.816,6,-10.043,1,0.0402,0.000162,0.0312,0.118,0.512,106.247,235507,4/26/1988,32,0.12451644241809845,0.2686697244644165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353316031396389,0.0,0.3885490894317627,0.0,0.07224348932504654,0.10339472442865373,0.0,0.0,0.0,[85]
01kmJXmeQaNlSZFRyFlSmz,0.623,0.6809999999999999,5,-15.733,1,0.0604,0.101,0.0158,0.269,0.843,107.319,264360,10/13/1976,53,0.22246666252613068,0.16028039157390594,0.02965216897428036,0.0,0.0,0.0,0.0,0.0,0.0,0.3266567289829254,0.0,0.0,0.0,0.0,0.0,0.2008344829082489,0.049500659108161926,0.0,0.0,0.0,[159]
1Dx8rIZaXzZPvUQRF2j9hB,0.588,0.522,9,-6.254,0,0.0383,0.233,0.0,0.24,0.584,66.024,290600,8/31/1998,60,0.0,0.0,0.01603533700108528,0.0,0.0,0.0,0.0,0.0,0.0,0.3238086104393005,0.0,0.20295342803001404,0.0,0.0,0.0,0.0,0.0589747466146946,0.0,0.0,0.3934188485145569,"[14, 114, 116, 160, 162, 163, 164, 167, 168]"
29tIH81yDrPA9N7QdcOPJV,0.55,0.928,0,-5.13,1,0.0625,0.00032900000000000003,1.35e-06,0.0981,0.515,130.02100000000002,211187,2010,57,0.0,0.0,0.0,0.4255482852458954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366853564977646,0.0,0.1172054335474968,0.0,0.0,0.3132197856903076,0.0,[34]
6DuLN8tFW0DkH9wsbTHZsX,0.644,0.459,9,-11.702,1,0.0322,0.657,0.0,0.0876,0.852,92.801,137493,8/27/1991,44,0.02796758897602558,0.12451872229576112,0.17540869116783142,0.0,0.0,0.0,0.0,0.0,0.0,0.10385940223932266,0.0,0.0,0.0,0.2507238984107971,0.0,0.25106227397918696,0.0,0.0,0.05862447991967201,0.0,"[64, 65]"
3KPcU0zeYb32SFrWnu93Uc,0.163,0.84,2,-11.532,1,0.131,7.21e-06,0.7709999999999999,0.0575,0.0391,102.872,249933,1989,31,0.0,0.0,0.0,0.0,0.0,0.0,0.5562015175819397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4274272918701172,0.0,0.0,[83]
329BtlzSpIytv7Gaf6AYZP,0.642,0.679,7,-10.113,1,0.118,0.28800000000000003,0.0315,0.159,0.5329999999999999,138.775,143000,10/22/2001,20,0.0,0.0,0.26172399520874023,0.0,0.0,0.0,0.0,0.016798676922917366,0.0,0.13170084357261658,0.0,0.1865355223417282,0.0,0.0,0.2148202657699585,0.0,0.03824929893016815,0.0,0.0,0.14101426303386688,[69]
0DCt0NYxTT314P4Rcqzqa2,0.424,0.21,11,-11.651,1,0.0311,0.877,3.43e-06,0.118,0.232,119.283,214361,1973,50,0.0,0.0,0.0,0.2672737240791321,0.0,0.0,0.2200327515602112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974295511841774,0.25906801223754883,0.0,0.0,0.0,0.14563018083572388,"[42, 68]"
